drug,fold,role,model_id
olaparib,1,fit,ACH-000098
olaparib,1,fit,ACH-000212
olaparib,1,fit,ACH-000915
olaparib,1,fit,ACH-001318
olaparib,1,fit,ACH-000307
olaparib,1,fit,ACH-000054
olaparib,1,fit,ACH-000800
olaparib,1,fit,ACH-000417
olaparib,1,fit,ACH-000778
olaparib,1,fit,ACH-000618
olaparib,1,fit,ACH-000011
olaparib,1,fit,ACH-000014
olaparib,1,fit,ACH-000433
olaparib,1,fit,ACH-000393
olaparib,1,fit,ACH-000250
olaparib,1,fit,ACH-000661
olaparib,1,fit,ACH-000153
olaparib,1,fit,ACH-000311
olaparib,1,fit,ACH-000182
olaparib,1,fit,ACH-001075
olaparib,1,fit,ACH-000899
olaparib,1,fit,ACH-000375
olaparib,1,fit,ACH-000753
olaparib,1,fit,ACH-000223
olaparib,1,fit,ACH-000484
olaparib,1,fit,ACH-000805
olaparib,1,fit,ACH-000595
olaparib,1,fit,ACH-000535
olaparib,1,fit,ACH-000832
olaparib,1,fit,ACH-000943
olaparib,1,fit,ACH-000713
olaparib,1,fit,ACH-000732
olaparib,1,fit,ACH-000881
olaparib,1,fit,ACH-000447
olaparib,1,fit,ACH-000936
olaparib,1,fit,ACH-000905
olaparib,1,fit,ACH-000352
olaparib,1,fit,ACH-000869
olaparib,1,fit,ACH-000488
olaparib,1,fit,ACH-000670
olaparib,1,fit,ACH-000517
olaparib,1,fit,ACH-000502
olaparib,1,fit,ACH-000649
olaparib,1,calibration,ACH-000374
olaparib,1,calibration,ACH-000276
olaparib,1,calibration,ACH-000736
olaparib,1,calibration,ACH-000231
olaparib,1,calibration,ACH-000696
olaparib,1,calibration,ACH-000429
olaparib,1,calibration,ACH-000235
olaparib,1,calibration,ACH-000927
olaparib,1,calibration,ACH-000320
olaparib,1,calibration,ACH-001307
olaparib,1,calibration,ACH-000364
olaparib,1,calibration,ACH-000939
olaparib,1,calibration,ACH-000648
olaparib,1,calibration,ACH-000627
olaparib,1,calibration,ACH-000965
olaparib,1,calibration,ACH-000624
olaparib,1,calibration,ACH-000480
olaparib,1,calibration,ACH-000622
olaparib,1,calibration,ACH-000759
olaparib,1,calibration,ACH-000570
olaparib,1,calibration,ACH-000082
olaparib,1,calibration,ACH-000211
olaparib,1,calibration,ACH-000620
olaparib,1,calibration,ACH-000681
olaparib,1,calibration,ACH-000762
olaparib,1,calibration,ACH-000207
olaparib,1,calibration,ACH-000657
olaparib,1,calibration,ACH-000957
olaparib,1,calibration,ACH-000278
olaparib,1,calibration,ACH-000853
olaparib,1,calibration,ACH-000997
olaparib,1,calibration,ACH-000335
olaparib,1,calibration,ACH-000292
olaparib,1,calibration,ACH-000666
olaparib,1,calibration,ACH-000966
olaparib,1,calibration,ACH-000959
olaparib,1,calibration,ACH-000579
olaparib,1,calibration,ACH-000652
olaparib,1,calibration,ACH-000319
olaparib,1,calibration,ACH-000022
olaparib,1,calibration,ACH-000968
olaparib,1,calibration,ACH-000662
olaparib,1,calibration,ACH-000510
olaparib,1,calibration,ACH-000929
olaparib,1,calibration,ACH-000954
olaparib,1,calibration,ACH-000060
olaparib,1,calibration,ACH-000137
olaparib,1,calibration,ACH-000693
olaparib,1,calibration,ACH-000477
olaparib,1,calibration,ACH-000383
olaparib,1,calibration,ACH-000979
olaparib,1,calibration,ACH-000814
olaparib,1,calibration,ACH-000552
olaparib,1,calibration,ACH-000802
olaparib,1,calibration,ACH-000030
olaparib,1,calibration,ACH-000096
olaparib,1,calibration,ACH-000599
olaparib,1,calibration,ACH-000288
olaparib,1,calibration,ACH-000694
olaparib,1,calibration,ACH-000147
olaparib,1,test,ACH-000792
olaparib,1,test,ACH-000008
olaparib,1,test,ACH-000785
olaparib,1,test,ACH-000035
olaparib,1,test,ACH-000222
olaparib,1,test,ACH-000978
olaparib,1,test,ACH-000441
olaparib,1,test,ACH-000971
olaparib,1,test,ACH-000481
olaparib,1,test,ACH-000858
olaparib,1,test,ACH-000784
olaparib,1,test,ACH-000329
olaparib,1,test,ACH-000545
olaparib,1,test,ACH-000087
olaparib,1,test,ACH-000391
olaparib,1,test,ACH-000503
olaparib,1,test,ACH-000719
olaparib,1,test,ACH-000037
olaparib,1,test,ACH-000486
olaparib,1,test,ACH-000679
olaparib,1,test,ACH-000955
olaparib,1,test,ACH-000270
olaparib,1,test,ACH-000614
olaparib,1,test,ACH-000265
olaparib,1,test,ACH-000716
olaparib,1,test,ACH-000988
olaparib,1,test,ACH-000504
olaparib,1,test,ACH-000397
olaparib,1,test,ACH-000572
olaparib,1,test,ACH-000277
olaparib,1,test,ACH-000803
olaparib,1,test,ACH-000537
olaparib,1,test,ACH-000735
olaparib,1,test,ACH-000882
olaparib,1,test,ACH-000090
olaparib,1,test,ACH-000721
olaparib,1,test,ACH-000092
olaparib,1,test,ACH-000232
olaparib,1,test,ACH-000264
olaparib,1,test,ACH-000279
olaparib,1,test,ACH-000903
olaparib,1,test,ACH-000323
olaparib,1,test,ACH-000845
olaparib,1,test,ACH-000994
olaparib,1,test,ACH-000804
olaparib,1,test,ACH-000172
olaparib,1,test,ACH-000811
olaparib,1,test,ACH-000913
olaparib,1,test,ACH-000879
olaparib,1,test,ACH-000189
olaparib,1,test,ACH-000308
olaparib,1,test,ACH-000316
olaparib,1,test,ACH-000192
olaparib,1,test,ACH-000221
olaparib,1,test,ACH-000457
olaparib,1,test,ACH-000244
olaparib,1,test,ACH-000593
olaparib,1,test,ACH-000191
olaparib,1,test,ACH-000841
olaparib,1,test,ACH-000259
olaparib,1,test,ACH-000764
olaparib,1,test,ACH-000496
olaparib,1,test,ACH-000878
olaparib,1,test,ACH-000958
olaparib,1,test,ACH-000521
olaparib,1,test,ACH-000219
olaparib,1,test,ACH-000911
olaparib,1,test,ACH-000312
olaparib,1,test,ACH-000985
olaparib,1,test,ACH-000500
olaparib,1,test,ACH-000097
olaparib,1,test,ACH-000977
olaparib,1,test,ACH-000015
olaparib,1,test,ACH-000781
olaparib,1,test,ACH-000046
olaparib,2,fit,ACH-000958
olaparib,2,fit,ACH-000139
olaparib,2,fit,ACH-000618
olaparib,2,fit,ACH-000837
olaparib,2,fit,ACH-001318
olaparib,2,fit,ACH-000542
olaparib,2,fit,ACH-000108
olaparib,2,fit,ACH-000804
olaparib,2,fit,ACH-000277
olaparib,2,fit,ACH-000833
olaparib,2,fit,ACH-000261
olaparib,2,fit,ACH-000682
olaparib,2,fit,ACH-000570
olaparib,2,fit,ACH-000496
olaparib,2,fit,ACH-000764
olaparib,2,fit,ACH-000457
olaparib,2,fit,ACH-000781
olaparib,2,fit,ACH-000896
olaparib,2,fit,ACH-000593
olaparib,2,fit,ACH-000192
olaparib,2,fit,ACH-000936
olaparib,2,fit,ACH-000452
olaparib,2,fit,ACH-000364
olaparib,2,fit,ACH-000679
olaparib,2,fit,ACH-000244
olaparib,2,fit,ACH-000716
olaparib,2,fit,ACH-000243
olaparib,2,fit,ACH-000622
olaparib,2,fit,ACH-000481
olaparib,2,fit,ACH-000747
olaparib,2,fit,ACH-000680
olaparib,2,fit,ACH-000323
olaparib,2,fit,ACH-000582
olaparib,2,fit,ACH-000753
olaparib,2,fit,ACH-001128
olaparib,2,fit,ACH-000445
olaparib,2,fit,ACH-000189
olaparib,2,fit,ACH-000939
olaparib,2,fit,ACH-000940
olaparib,2,fit,ACH-000302
olaparib,2,fit,ACH-000250
olaparib,2,fit,ACH-000018
olaparib,2,fit,ACH-000971
olaparib,2,fit,ACH-000869
olaparib,2,fit,ACH-000605
olaparib,2,fit,ACH-000367
olaparib,2,fit,ACH-000477
olaparib,2,fit,ACH-000630
olaparib,2,fit,ACH-000792
olaparib,2,fit,ACH-000758
olaparib,2,fit,ACH-000624
olaparib,2,fit,ACH-000313
olaparib,2,fit,ACH-000174
olaparib,2,fit,ACH-000832
olaparib,2,fit,ACH-000322
olaparib,2,fit,ACH-000383
olaparib,2,fit,ACH-000098
olaparib,2,fit,ACH-000985
olaparib,2,fit,ACH-000273
olaparib,2,fit,ACH-000463
olaparib,2,fit,ACH-000956
olaparib,2,fit,ACH-000527
olaparib,2,fit,ACH-000784
olaparib,2,fit,ACH-000734
olaparib,2,fit,ACH-000361
olaparib,2,fit,ACH-000572
olaparib,2,fit,ACH-000852
olaparib,2,fit,ACH-000312
olaparib,2,fit,ACH-000879
olaparib,2,fit,ACH-000265
olaparib,2,fit,ACH-000647
olaparib,2,fit,ACH-001075
olaparib,2,fit,ACH-000915
olaparib,2,fit,ACH-000433
olaparib,2,fit,ACH-000732
olaparib,2,fit,ACH-000395
olaparib,2,fit,ACH-000013
olaparib,2,fit,ACH-000946
olaparib,2,fit,ACH-000665
olaparib,2,fit,ACH-000329
olaparib,2,fit,ACH-000456
olaparib,2,fit,ACH-000693
olaparib,2,fit,ACH-000701
olaparib,2,fit,ACH-000014
olaparib,2,fit,ACH-000311
olaparib,2,fit,ACH-000479
olaparib,2,fit,ACH-000924
olaparib,2,fit,ACH-001239
olaparib,2,fit,ACH-000182
olaparib,2,fit,ACH-000748
olaparib,2,fit,ACH-000719
olaparib,2,fit,ACH-000810
olaparib,2,fit,ACH-000223
olaparib,2,fit,ACH-000662
olaparib,2,fit,ACH-000042
olaparib,2,fit,ACH-000667
olaparib,2,fit,ACH-000087
olaparib,2,fit,ACH-000517
olaparib,2,fit,ACH-000994
olaparib,2,fit,ACH-000901
olaparib,2,fit,ACH-000651
olaparib,2,fit,ACH-000473
olaparib,2,fit,ACH-000232
olaparib,2,fit,ACH-000235
olaparib,2,fit,ACH-000351
olaparib,2,fit,ACH-000416
olaparib,2,fit,ACH-000977
olaparib,2,fit,ACH-000736
olaparib,2,fit,ACH-000835
olaparib,2,fit,ACH-000589
olaparib,2,fit,ACH-000123
olaparib,2,fit,ACH-000524
olaparib,2,fit,ACH-000834
olaparib,2,fit,ACH-000335
olaparib,2,fit,ACH-000769
olaparib,2,fit,ACH-000592
olaparib,2,fit,ACH-000191
olaparib,2,fit,ACH-000037
olaparib,2,fit,ACH-000279
olaparib,2,fit,ACH-000012
olaparib,2,fit,ACH-000878
olaparib,2,fit,ACH-000019
olaparib,2,fit,ACH-000663
olaparib,2,fit,ACH-000259
olaparib,2,fit,ACH-000720
olaparib,2,fit,ACH-000853
olaparib,2,fit,ACH-000332
olaparib,2,fit,ACH-001307
olaparib,2,fit,ACH-000444
olaparib,2,fit,ACH-000237
olaparib,2,fit,ACH-000544
olaparib,2,fit,ACH-000735
olaparib,2,fit,ACH-000211
olaparib,2,fit,ACH-000890
olaparib,2,fit,ACH-000959
olaparib,2,fit,ACH-000713
olaparib,2,fit,ACH-000899
olaparib,2,fit,ACH-000086
olaparib,2,fit,ACH-000573
olaparib,2,fit,ACH-000092
olaparib,2,fit,ACH-000762
olaparib,2,fit,ACH-000403
olaparib,2,fit,ACH-000811
olaparib,2,fit,ACH-000681
olaparib,2,fit,ACH-000486
olaparib,2,fit,ACH-000671
olaparib,2,fit,ACH-000319
olaparib,2,fit,ACH-000359
olaparib,2,fit,ACH-000749
olaparib,2,fit,ACH-000397
olaparib,2,fit,ACH-000318
olaparib,2,fit,ACH-000035
olaparib,2,fit,ACH-000320
olaparib,2,fit,ACH-000054
olaparib,2,fit,ACH-000347
olaparib,2,fit,ACH-000421
olaparib,2,fit,ACH-000278
olaparib,2,fit,ACH-000595
olaparib,2,fit,ACH-000967
olaparib,2,fit,ACH-000521
olaparib,2,fit,ACH-000796
olaparib,2,fit,ACH-000756
olaparib,2,fit,ACH-000324
olaparib,2,fit,ACH-000955
olaparib,2,fit,ACH-000614
olaparib,2,fit,ACH-000941
olaparib,2,fit,ACH-000988
olaparib,2,fit,ACH-000411
olaparib,2,fit,ACH-000471
olaparib,2,fit,ACH-000628
olaparib,2,fit,ACH-000212
olaparib,2,fit,ACH-000046
olaparib,2,fit,ACH-000903
olaparib,2,fit,ACH-000155
olaparib,2,fit,ACH-000696
olaparib,2,fit,ACH-000219
olaparib,2,fit,ACH-000415
olaparib,2,fit,ACH-000007
olaparib,2,fit,ACH-000188
olaparib,2,fit,ACH-000164
olaparib,2,fit,ACH-000545
olaparib,2,fit,ACH-000627
olaparib,2,fit,ACH-000921
olaparib,2,fit,ACH-000308
olaparib,2,fit,ACH-000759
olaparib,2,fit,ACH-001306
olaparib,2,fit,ACH-000819
olaparib,2,fit,ACH-000153
olaparib,2,fit,ACH-000822
olaparib,2,fit,ACH-000468
olaparib,2,fit,ACH-000391
olaparib,2,fit,ACH-000913
olaparib,2,fit,ACH-000389
olaparib,2,fit,ACH-000022
olaparib,2,fit,ACH-000788
olaparib,2,fit,ACH-000132
olaparib,2,fit,ACH-000344
olaparib,2,fit,ACH-000809
olaparib,2,fit,ACH-000996
olaparib,2,fit,ACH-000978
olaparib,2,fit,ACH-000945
olaparib,2,fit,ACH-000537
olaparib,2,fit,ACH-000222
olaparib,2,fit,ACH-000352
olaparib,2,fit,ACH-000008
olaparib,2,fit,ACH-000133
olaparib,2,fit,ACH-000768
olaparib,2,fit,ACH-000099
olaparib,2,fit,ACH-000117
olaparib,2,fit,ACH-000839
olaparib,2,fit,ACH-000231
olaparib,2,fit,ACH-000911
olaparib,2,fit,ACH-000845
olaparib,2,fit,ACH-000441
olaparib,2,fit,ACH-000142
olaparib,2,fit,ACH-000842
olaparib,2,fit,ACH-000888
olaparib,2,fit,ACH-000649
olaparib,2,fit,ACH-000021
olaparib,2,fit,ACH-000750
olaparib,2,fit,ACH-000738
olaparib,2,fit,ACH-000803
olaparib,2,fit,ACH-000147
olaparib,2,fit,ACH-000408
olaparib,2,fit,ACH-000674
olaparib,2,fit,ACH-000840
olaparib,2,fit,ACH-000407
olaparib,2,fit,ACH-000270
olaparib,2,fit,ACH-000264
olaparib,2,fit,ACH-000210
olaparib,2,fit,ACH-000500
olaparib,2,fit,ACH-000826
olaparib,2,fit,ACH-000331
olaparib,2,fit,ACH-000973
olaparib,2,fit,ACH-000260
olaparib,2,fit,ACH-000207
olaparib,2,fit,ACH-000476
olaparib,2,fit,ACH-000307
olaparib,2,fit,ACH-000882
olaparib,2,calibration,ACH-000785
olaparib,2,calibration,ACH-000316
olaparib,2,calibration,ACH-000082
olaparib,2,calibration,ACH-000599
olaparib,2,calibration,ACH-000957
olaparib,2,calibration,ACH-000827
olaparib,2,calibration,ACH-000643
olaparib,2,calibration,ACH-000163
olaparib,2,calibration,ACH-000766
olaparib,2,calibration,ACH-000652
olaparib,2,calibration,ACH-000091
olaparib,2,calibration,ACH-000488
olaparib,2,calibration,ACH-000172
olaparib,2,calibration,ACH-000504
olaparib,2,calibration,ACH-000429
olaparib,2,calibration,ACH-000688
olaparib,2,calibration,ACH-000376
olaparib,2,calibration,ACH-000288
olaparib,2,calibration,ACH-000836
olaparib,2,calibration,ACH-000776
olaparib,2,calibration,ACH-000802
olaparib,2,calibration,ACH-000648
olaparib,2,calibration,ACH-000880
olaparib,2,calibration,ACH-000030
olaparib,2,calibration,ACH-000097
olaparib,2,calibration,ACH-000855
olaparib,2,calibration,ACH-000023
olaparib,2,calibration,ACH-000393
olaparib,2,calibration,ACH-000997
olaparib,2,calibration,ACH-000849
olaparib,2,calibration,ACH-000724
olaparib,2,calibration,ACH-000552
olaparib,2,calibration,ACH-000062
olaparib,2,calibration,ACH-000221
olaparib,2,calibration,ACH-000510
olaparib,2,calibration,ACH-000979
olaparib,2,calibration,ACH-000841
olaparib,2,calibration,ACH-000015
olaparib,2,calibration,ACH-000601
olaparib,2,calibration,ACH-000846
olaparib,2,calibration,ACH-000169
olaparib,2,calibration,ACH-000159
olaparib,2,calibration,ACH-000632
olaparib,2,calibration,ACH-000711
olaparib,2,calibration,ACH-000943
olaparib,2,calibration,ACH-000947
olaparib,2,calibration,ACH-000721
olaparib,2,calibration,ACH-000374
olaparib,2,calibration,ACH-000461
olaparib,2,calibration,ACH-000961
olaparib,2,calibration,ACH-000052
olaparib,2,calibration,ACH-000858
olaparib,2,calibration,ACH-000684
olaparib,2,calibration,ACH-000090
olaparib,2,calibration,ACH-000292
olaparib,2,calibration,ACH-000669
olaparib,2,calibration,ACH-000356
olaparib,2,calibration,ACH-000503
olaparib,2,calibration,ACH-000420
olaparib,2,calibration,ACH-000118
olaparib,2,test,ACH-000528
olaparib,2,test,ACH-000800
olaparib,2,test,ACH-000678
olaparib,2,test,ACH-000917
olaparib,2,test,ACH-000587
olaparib,2,test,ACH-000704
olaparib,2,test,ACH-000276
olaparib,2,test,ACH-000856
olaparib,2,test,ACH-000368
olaparib,2,test,ACH-000848
olaparib,2,test,ACH-000805
olaparib,2,test,ACH-000847
olaparib,2,test,ACH-000814
olaparib,2,test,ACH-000898
olaparib,2,test,ACH-000484
olaparib,2,test,ACH-000866
olaparib,2,test,ACH-000532
olaparib,2,test,ACH-000954
olaparib,2,test,ACH-000437
olaparib,2,test,ACH-000670
olaparib,2,test,ACH-000637
olaparib,2,test,ACH-000375
olaparib,2,test,ACH-000950
olaparib,2,test,ACH-000060
olaparib,2,test,ACH-000927
olaparib,2,test,ACH-000694
olaparib,2,test,ACH-000974
olaparib,2,test,ACH-000843
olaparib,2,test,ACH-000905
olaparib,2,test,ACH-000516
olaparib,2,test,ACH-000417
olaparib,2,test,ACH-000730
olaparib,2,test,ACH-000661
olaparib,2,test,ACH-001190
olaparib,2,test,ACH-000783
olaparib,2,test,ACH-000976
olaparib,2,test,ACH-000343
olaparib,2,test,ACH-000535
olaparib,2,test,ACH-000011
olaparib,2,test,ACH-000141
olaparib,2,test,ACH-000201
olaparib,2,test,ACH-000965
olaparib,2,test,ACH-000450
olaparib,2,test,ACH-000982
olaparib,2,test,ACH-000454
olaparib,2,test,ACH-000480
olaparib,2,test,ACH-000137
olaparib,2,test,ACH-000048
olaparib,2,test,ACH-000881
olaparib,2,test,ACH-000966
olaparib,2,test,ACH-000657
olaparib,2,test,ACH-000447
olaparib,2,test,ACH-000280
olaparib,2,test,ACH-000493
olaparib,2,test,ACH-000401
olaparib,2,test,ACH-000929
olaparib,2,test,ACH-000390
olaparib,2,test,ACH-000427
olaparib,2,test,ACH-000919
olaparib,2,test,ACH-000778
olaparib,2,test,ACH-000228
olaparib,2,test,ACH-000620
olaparib,2,test,ACH-000096
olaparib,2,test,ACH-000777
olaparib,2,test,ACH-000281
olaparib,2,test,ACH-000771
olaparib,2,test,ACH-000469
olaparib,2,test,ACH-000579
olaparib,2,test,ACH-000502
olaparib,2,test,ACH-000791
olaparib,2,test,ACH-000900
olaparib,2,test,ACH-000666
olaparib,2,test,ACH-000217
olaparib,2,test,ACH-000505
olaparib,2,test,ACH-000968
olaparib,3,fit,ACH-000141
olaparib,3,fit,ACH-000312
olaparib,3,fit,ACH-000784
olaparib,3,fit,ACH-000527
olaparib,3,fit,ACH-000954
olaparib,3,fit,ACH-000735
olaparib,3,fit,ACH-000943
olaparib,3,fit,ACH-000977
olaparib,3,fit,ACH-000957
olaparib,3,fit,ACH-000201
olaparib,3,fit,ACH-000730
olaparib,3,fit,ACH-000759
olaparib,3,fit,ACH-000618
olaparib,3,fit,ACH-000632
olaparib,3,fit,ACH-000966
olaparib,3,fit,ACH-000504
olaparib,3,fit,ACH-000671
olaparib,3,fit,ACH-000532
olaparib,3,fit,ACH-000250
olaparib,3,fit,ACH-000021
olaparib,3,fit,ACH-000841
olaparib,3,fit,ACH-000985
olaparib,3,fit,ACH-000281
olaparib,3,fit,ACH-000855
olaparib,3,fit,ACH-000804
olaparib,3,fit,ACH-000661
olaparib,3,fit,ACH-000670
olaparib,3,fit,ACH-000724
olaparib,3,fit,ACH-000444
olaparib,3,fit,ACH-000139
olaparib,3,fit,ACH-000896
olaparib,3,fit,ACH-000393
olaparib,3,fit,ACH-000592
olaparib,3,fit,ACH-000879
olaparib,3,fit,ACH-000694
olaparib,3,fit,ACH-000278
olaparib,3,fit,ACH-000826
olaparib,3,fit,ACH-000849
olaparib,3,fit,ACH-000788
olaparib,3,fit,ACH-000535
olaparib,3,fit,ACH-000407
olaparib,3,fit,ACH-000917
olaparib,3,fit,ACH-000605
olaparib,3,fit,ACH-000589
olaparib,3,fit,ACH-000768
olaparib,3,fit,ACH-000496
olaparib,3,fit,ACH-000809
olaparib,3,fit,ACH-000622
olaparib,3,fit,ACH-000516
olaparib,3,fit,ACH-000666
olaparib,3,fit,ACH-000903
olaparib,3,fit,ACH-000814
olaparib,3,fit,ACH-000601
olaparib,3,fit,ACH-000411
olaparib,3,fit,ACH-000845
olaparib,3,fit,ACH-000011
olaparib,3,fit,ACH-000481
olaparib,3,fit,ACH-000593
olaparib,3,fit,ACH-000232
olaparib,3,fit,ACH-000929
olaparib,3,fit,ACH-000627
olaparib,3,fit,ACH-000189
olaparib,3,fit,ACH-000822
olaparib,3,fit,ACH-000013
olaparib,3,fit,ACH-000060
olaparib,3,fit,ACH-000614
olaparib,3,fit,ACH-000924
olaparib,3,fit,ACH-000711
olaparib,3,fit,ACH-000776
olaparib,3,fit,ACH-000941
olaparib,3,fit,ACH-000811
olaparib,3,fit,ACH-000153
olaparib,3,fit,ACH-000732
olaparib,3,fit,ACH-000037
olaparib,3,fit,ACH-000973
