drug,fold,role,model_id
afatinib,1,fit,ACH-000682
afatinib,1,fit,ACH-000956
afatinib,1,fit,ACH-000281
afatinib,1,fit,ACH-000099
afatinib,1,fit,ACH-000421
afatinib,1,fit,ACH-000810
afatinib,1,fit,ACH-000018
afatinib,1,fit,ACH-000662
afatinib,1,fit,ACH-000911
afatinib,1,fit,ACH-000444
afatinib,1,fit,ACH-000973
afatinib,1,fit,ACH-000098
afatinib,1,fit,ACH-000217
afatinib,1,fit,ACH-000486
afatinib,1,fit,ACH-000954
afatinib,1,fit,ACH-000882
afatinib,1,fit,ACH-000582
afatinib,1,fit,ACH-000627
afatinib,1,fit,ACH-000747
afatinib,1,fit,ACH-000086
afatinib,1,fit,ACH-000750
afatinib,1,fit,ACH-000223
afatinib,1,fit,ACH-000331
afatinib,1,fit,ACH-000277
afatinib,1,fit,ACH-000416
afatinib,1,fit,ACH-000528
afatinib,1,fit,ACH-000480
afatinib,1,fit,ACH-000835
afatinib,1,fit,ACH-000545
afatinib,1,fit,ACH-000207
afatinib,1,fit,ACH-000834
afatinib,1,fit,ACH-000174
afatinib,1,fit,ACH-000189
afatinib,1,fit,ACH-000279
afatinib,1,fit,ACH-000437
afatinib,1,fit,ACH-000593
afatinib,1,fit,ACH-000997
afatinib,1,fit,ACH-000231
afatinib,1,fit,ACH-000665
afatinib,1,fit,ACH-000351
afatinib,1,fit,ACH-000819
afatinib,1,fit,ACH-000730
afatinib,1,fit,ACH-000510
afatinib,1,fit,ACH-000552
afatinib,1,fit,ACH-000322
afatinib,1,fit,ACH-000936
afatinib,1,fit,ACH-000948
afatinib,1,fit,ACH-000015
afatinib,1,calibration,ACH-000605
afatinib,1,calibration,ACH-000147
afatinib,1,calibration,ACH-000758
afatinib,1,calibration,ACH-000679
afatinib,1,calibration,ACH-000260
afatinib,1,calibration,ACH-000222
afatinib,1,calibration,ACH-000643
afatinib,1,calibration,ACH-000601
afatinib,1,calibration,ACH-000021
afatinib,1,calibration,ACH-000142
afatinib,1,calibration,ACH-000192
afatinib,1,calibration,ACH-000090
afatinib,1,calibration,ACH-000721
afatinib,1,calibration,ACH-000648
afatinib,1,calibration,ACH-000133
afatinib,1,calibration,ACH-000869
afatinib,1,calibration,ACH-000153
afatinib,1,calibration,ACH-001128
afatinib,1,calibration,ACH-000671
afatinib,1,calibration,ACH-000368
afatinib,1,calibration,ACH-000579
afatinib,1,calibration,ACH-000307
afatinib,1,calibration,ACH-000756
afatinib,1,calibration,ACH-000967
afatinib,1,calibration,ACH-000484
afatinib,1,calibration,ACH-000632
afatinib,1,calibration,ACH-000087
afatinib,1,calibration,ACH-000278
afatinib,1,calibration,ACH-000788
afatinib,1,calibration,ACH-000927
afatinib,1,calibration,ACH-000517
afatinib,1,calibration,ACH-000781
afatinib,1,calibration,ACH-000800
afatinib,1,calibration,ACH-000716
afatinib,1,calibration,ACH-000097
afatinib,1,calibration,ACH-000477
afatinib,1,calibration,ACH-000137
afatinib,1,calibration,ACH-001075
afatinib,1,calibration,ACH-000839
afatinib,1,calibration,ACH-000118
afatinib,1,calibration,ACH-000393
afatinib,1,calibration,ACH-001306
afatinib,1,calibration,ACH-000796
afatinib,1,calibration,ACH-000848
afatinib,1,calibration,ACH-000427
afatinib,1,calibration,ACH-000805
afatinib,1,calibration,ACH-000454
afatinib,1,calibration,ACH-000827
afatinib,1,calibration,ACH-000210
afatinib,1,calibration,ACH-000323
afatinib,1,calibration,ACH-000250
afatinib,1,calibration,ACH-000433
afatinib,1,calibration,ACH-000947
afatinib,1,calibration,ACH-000132
afatinib,1,calibration,ACH-000572
afatinib,1,calibration,ACH-000666
afatinib,1,calibration,ACH-000383
afatinib,1,calibration,ACH-000996
afatinib,1,calibration,ACH-000182
afatinib,1,test,ACH-000461
afatinib,1,test,ACH-000570
afatinib,1,test,ACH-000769
afatinib,1,test,ACH-000123
afatinib,1,test,ACH-000117
afatinib,1,test,ACH-000785
afatinib,1,test,ACH-000376
afatinib,1,test,ACH-000971
afatinib,1,test,ACH-000481
afatinib,1,test,ACH-000832
afatinib,1,test,ACH-000858
afatinib,1,test,ACH-000749
afatinib,1,test,ACH-000784
afatinib,1,test,ACH-000261
afatinib,1,test,ACH-000164
afatinib,1,test,ACH-000814
afatinib,1,test,ACH-000163
afatinib,1,test,ACH-000503
afatinib,1,test,ACH-000719
afatinib,1,test,ACH-000674
afatinib,1,test,ACH-000670
afatinib,1,test,ACH-000037
afatinib,1,test,ACH-000155
afatinib,1,test,ACH-000188
afatinib,1,test,ACH-000618
afatinib,1,test,ACH-000014
afatinib,1,test,ACH-000637
afatinib,1,test,ACH-000265
afatinib,1,test,ACH-000237
afatinib,1,test,ACH-000007
afatinib,1,test,ACH-001239
afatinib,1,test,ACH-000803
afatinib,1,test,ACH-000537
afatinib,1,test,ACH-000753
afatinib,1,test,ACH-000232
afatinib,1,test,ACH-000592
afatinib,1,test,ACH-000903
afatinib,1,test,ACH-001307
afatinib,1,test,ACH-000364
afatinib,1,test,ACH-000783
afatinib,1,test,ACH-000302
afatinib,1,test,ACH-000994
afatinib,1,test,ACH-000804
afatinib,1,test,ACH-000141
afatinib,1,test,ACH-000759
afatinib,1,test,ACH-000811
afatinib,1,test,ACH-000879
afatinib,1,test,ACH-000982
afatinib,1,test,ACH-000463
afatinib,1,test,ACH-000473
afatinib,1,test,ACH-000054
afatinib,1,test,ACH-000966
afatinib,1,test,ACH-000280
afatinib,1,test,ACH-000244
afatinib,1,test,ACH-000352
afatinib,1,test,ACH-000622
afatinib,1,test,ACH-000452
afatinib,1,test,ACH-000335
afatinib,1,test,ACH-000468
afatinib,1,test,ACH-000919
afatinib,1,test,ACH-000958
afatinib,1,test,ACH-000620
afatinib,1,test,ACH-000521
afatinib,1,test,ACH-000849
afatinib,1,test,ACH-000013
afatinib,1,test,ACH-000023
afatinib,1,test,ACH-000347
afatinib,1,test,ACH-000888
afatinib,1,test,ACH-000502
afatinib,1,test,ACH-000408
afatinib,1,test,ACH-000288
afatinib,1,test,ACH-000505
afatinib,1,test,ACH-000046
afatinib,1,test,ACH-000052
afatinib,2,fit,ACH-000221
afatinib,2,fit,ACH-001128
afatinib,2,fit,ACH-000595
afatinib,2,fit,ACH-000528
afatinib,2,fit,ACH-000680
afatinib,2,fit,ACH-000265
afatinib,2,fit,ACH-000632
afatinib,2,fit,ACH-000994
afatinib,2,fit,ACH-000950
afatinib,2,fit,ACH-000351
afatinib,2,fit,ACH-000666
afatinib,2,fit,ACH-000620
afatinib,2,fit,ACH-000232
afatinib,2,fit,ACH-000141
afatinib,2,fit,ACH-000881
afatinib,2,fit,ACH-000427
afatinib,2,fit,ACH-000277
afatinib,2,fit,ACH-000819
afatinib,2,fit,ACH-000450
afatinib,2,fit,ACH-000332
afatinib,2,fit,ACH-000948
afatinib,2,fit,ACH-000504
afatinib,2,fit,ACH-000694
afatinib,2,fit,ACH-000911
afatinib,2,fit,ACH-000260
afatinib,2,fit,ACH-000552
afatinib,2,fit,ACH-000802
afatinib,2,fit,ACH-000062
afatinib,2,fit,ACH-000738
afatinib,2,fit,ACH-000679
afatinib,2,fit,ACH-000510
afatinib,2,fit,ACH-000082
afatinib,2,fit,ACH-000374
afatinib,2,fit,ACH-000347
afatinib,2,fit,ACH-000463
afatinib,2,fit,ACH-000734
afatinib,2,fit,ACH-000785
afatinib,2,fit,ACH-000042
afatinib,2,fit,ACH-000471
afatinib,2,fit,ACH-000477
afatinib,2,fit,ACH-000674
afatinib,2,fit,ACH-000572
afatinib,2,fit,ACH-000849
afatinib,2,fit,ACH-000599
afatinib,2,fit,ACH-000132
afatinib,2,fit,ACH-000696
afatinib,2,fit,ACH-000481
afatinib,2,fit,ACH-000292
afatinib,2,fit,ACH-000191
afatinib,2,fit,ACH-000488
afatinib,2,fit,ACH-000352
afatinib,2,fit,ACH-000417
afatinib,2,fit,ACH-000888
afatinib,2,fit,ACH-000736
afatinib,2,fit,ACH-000142
afatinib,2,fit,ACH-000836
afatinib,2,fit,ACH-000810
afatinib,2,fit,ACH-000155
afatinib,2,fit,ACH-000344
afatinib,2,fit,ACH-000313
afatinib,2,fit,ACH-000503
afatinib,2,fit,ACH-000235
afatinib,2,fit,ACH-000288
afatinib,2,fit,ACH-000946
afatinib,2,fit,ACH-000210
afatinib,2,fit,ACH-000720
afatinib,2,fit,ACH-000014
afatinib,2,fit,ACH-000364
afatinib,2,fit,ACH-000307
afatinib,2,fit,ACH-000361
afatinib,2,fit,ACH-000403
afatinib,2,fit,ACH-000243
afatinib,2,fit,ACH-000505
afatinib,2,fit,ACH-000123
afatinib,2,fit,ACH-000809
afatinib,2,fit,ACH-000480
afatinib,2,fit,ACH-000630
afatinib,2,fit,ACH-000805
afatinib,2,fit,ACH-000457
afatinib,2,fit,ACH-000978
afatinib,2,fit,ACH-000452
afatinib,2,fit,ACH-000011
afatinib,2,fit,ACH-000261
afatinib,2,fit,ACH-000375
afatinib,2,fit,ACH-000649
afatinib,2,fit,ACH-000803
afatinib,2,fit,ACH-000971
afatinib,2,fit,ACH-000954
afatinib,2,fit,ACH-000776
afatinib,2,fit,ACH-000747
afatinib,2,fit,ACH-000429
afatinib,2,fit,ACH-000756
afatinib,2,fit,ACH-000318
afatinib,2,fit,ACH-000397
afatinib,2,fit,ACH-000496
afatinib,2,fit,ACH-000915
afatinib,2,fit,ACH-000532
afatinib,2,fit,ACH-000670
afatinib,2,fit,ACH-000172
afatinib,2,fit,ACH-000924
afatinib,2,fit,ACH-000244
afatinib,2,fit,ACH-000921
afatinib,2,fit,ACH-000624
afatinib,2,fit,ACH-000228
afatinib,2,fit,ACH-000270
afatinib,2,fit,ACH-000968
afatinib,2,fit,ACH-000959
afatinib,2,fit,ACH-000211
afatinib,2,fit,ACH-000188
afatinib,2,fit,ACH-000408
afatinib,2,fit,ACH-000222
afatinib,2,fit,ACH-000627
afatinib,2,fit,ACH-000278
afatinib,2,fit,ACH-000139
afatinib,2,fit,ACH-000896
afatinib,2,fit,ACH-000052
afatinib,2,fit,ACH-000665
afatinib,2,fit,ACH-000415
afatinib,2,fit,ACH-000681
afatinib,2,fit,ACH-000945
afatinib,2,fit,ACH-000192
afatinib,2,fit,ACH-000118
afatinib,2,fit,ACH-000468
afatinib,2,fit,ACH-000647
afatinib,2,fit,ACH-000866
afatinib,2,fit,ACH-000839
afatinib,2,fit,ACH-000359
afatinib,2,fit,ACH-000570
afatinib,2,fit,ACH-000997
afatinib,2,fit,ACH-000324
afatinib,2,fit,ACH-000855
afatinib,2,fit,ACH-000956
afatinib,2,fit,ACH-000719
afatinib,2,fit,ACH-000833
afatinib,2,fit,ACH-000037
afatinib,2,fit,ACH-000454
afatinib,2,fit,ACH-000643
afatinib,2,fit,ACH-000416
afatinib,2,fit,ACH-000456
afatinib,2,fit,ACH-000768
afatinib,2,fit,ACH-000843
afatinib,2,fit,ACH-000661
afatinib,2,fit,ACH-000977
afatinib,2,fit,ACH-000939
afatinib,2,fit,ACH-000545
afatinib,2,fit,ACH-000769
afatinib,2,fit,ACH-000237
afatinib,2,fit,ACH-000582
afatinib,2,fit,ACH-000804
afatinib,2,fit,ACH-000771
afatinib,2,fit,ACH-000651
afatinib,2,fit,ACH-000311
afatinib,2,fit,ACH-000022
afatinib,2,fit,ACH-000730
afatinib,2,fit,ACH-000137
afatinib,2,fit,ACH-000343
afatinib,2,fit,ACH-000401
afatinib,2,fit,ACH-000544
afatinib,2,fit,ACH-000879
afatinib,2,fit,ACH-000880
afatinib,2,fit,ACH-000376
afatinib,2,fit,ACH-000783
afatinib,2,fit,ACH-000008
afatinib,2,fit,ACH-000869
afatinib,2,fit,ACH-000484
afatinib,2,fit,ACH-000988
afatinib,2,fit,ACH-000663
afatinib,2,fit,ACH-000903
afatinib,2,fit,ACH-000099
afatinib,2,fit,ACH-000605
afatinib,2,fit,ACH-000901
afatinib,2,fit,ACH-000788
afatinib,2,fit,ACH-000759
afatinib,2,fit,ACH-000811
afatinib,2,fit,ACH-000302
afatinib,2,fit,ACH-000826
afatinib,2,fit,ACH-000592
afatinib,2,fit,ACH-000858
afatinib,2,fit,ACH-001306
afatinib,2,fit,ACH-000308
afatinib,2,fit,ACH-000784
afatinib,2,fit,ACH-000890
afatinib,2,fit,ACH-000054
afatinib,2,fit,ACH-000015
afatinib,2,fit,ACH-000791
afatinib,2,fit,ACH-000164
afatinib,2,fit,ACH-000421
afatinib,2,fit,ACH-000437
afatinib,2,fit,ACH-000637
afatinib,2,fit,ACH-000593
afatinib,2,fit,ACH-000087
afatinib,2,fit,ACH-000219
afatinib,2,fit,ACH-000853
afatinib,2,fit,ACH-000524
afatinib,2,fit,ACH-001239
afatinib,2,fit,ACH-000486
afatinib,2,fit,ACH-000693
afatinib,2,fit,ACH-000147
afatinib,2,fit,ACH-000537
afatinib,2,fit,ACH-000822
afatinib,2,fit,ACH-000618
afatinib,2,fit,ACH-000943
afatinib,2,fit,ACH-000461
afatinib,2,fit,ACH-000936
afatinib,2,fit,ACH-000579
afatinib,2,fit,ACH-000800
afatinib,2,fit,ACH-000096
afatinib,2,fit,ACH-000441
afatinib,2,fit,ACH-000724
afatinib,2,fit,ACH-000013
afatinib,2,fit,ACH-000958
afatinib,2,fit,ACH-000086
afatinib,2,fit,ACH-000097
afatinib,2,fit,ACH-000098
afatinib,2,fit,ACH-000941
afatinib,2,fit,ACH-000961
afatinib,2,fit,ACH-000753
afatinib,2,fit,ACH-000046
afatinib,2,fit,ACH-000898
afatinib,2,fit,ACH-000212
afatinib,2,fit,ACH-000919
afatinib,2,fit,ACH-000601
afatinib,2,fit,ACH-000048
afatinib,2,fit,ACH-000281
afatinib,2,fit,ACH-000276
afatinib,2,fit,ACH-000356
afatinib,2,fit,ACH-000319
afatinib,2,fit,ACH-000900
afatinib,2,fit,ACH-000040
afatinib,2,fit,ACH-000012
afatinib,2,fit,ACH-000331
afatinib,2,fit,ACH-000648
afatinib,2,fit,ACH-000023
afatinib,2,fit,ACH-000856
afatinib,2,fit,ACH-000841
afatinib,2,calibration,ACH-000368
afatinib,2,calibration,ACH-000764
afatinib,2,calibration,ACH-000913
afatinib,2,calibration,ACH-000021
afatinib,2,calibration,ACH-000628
afatinib,2,calibration,ACH-000521
afatinib,2,calibration,ACH-000223
afatinib,2,calibration,ACH-000832
afatinib,2,calibration,ACH-001190
afatinib,2,calibration,ACH-000716
afatinib,2,calibration,ACH-000749
afatinib,2,calibration,ACH-000395
afatinib,2,calibration,ACH-000433
afatinib,2,calibration,ACH-000035
afatinib,2,calibration,ACH-000814
afatinib,2,calibration,ACH-001307
afatinib,2,calibration,ACH-000701
afatinib,2,calibration,ACH-000502
afatinib,2,calibration,ACH-000163
afatinib,2,calibration,ACH-000391
afatinib,2,calibration,ACH-000927
afatinib,2,calibration,ACH-000092
afatinib,2,calibration,ACH-000182
afatinib,2,calibration,ACH-000682
afatinib,2,calibration,ACH-000320
afatinib,2,calibration,ACH-000393
afatinib,2,calibration,ACH-000476
afatinib,2,calibration,ACH-000323
afatinib,2,calibration,ACH-000322
afatinib,2,calibration,ACH-000778
afatinib,2,calibration,ACH-000231
afatinib,2,calibration,ACH-000589
afatinib,2,calibration,ACH-000335
afatinib,2,calibration,ACH-000982
afatinib,2,calibration,ACH-000279
afatinib,2,calibration,ACH-000573
afatinib,2,calibration,ACH-000473
afatinib,2,calibration,ACH-000750
afatinib,2,calibration,ACH-000018
afatinib,2,calibration,ACH-000280
afatinib,2,calibration,ACH-000587
afatinib,2,calibration,ACH-000622
afatinib,2,calibration,ACH-000250
afatinib,2,calibration,ACH-000846
afatinib,2,calibration,ACH-000848
afatinib,2,calibration,ACH-000735
afatinib,2,calibration,ACH-000527
afatinib,2,calibration,ACH-000758
afatinib,2,calibration,ACH-000117
afatinib,2,calibration,ACH-001075
afatinib,2,calibration,ACH-000662
afatinib,2,calibration,ACH-000019
afatinib,2,calibration,ACH-000060
afatinib,2,calibration,ACH-000091
afatinib,2,calibration,ACH-000966
afatinib,2,calibration,ACH-000007
afatinib,2,calibration,ACH-000273
afatinib,2,calibration,ACH-000955
afatinib,2,calibration,ACH-000762
afatinib,2,test,ACH-000792
afatinib,2,test,ACH-000678
afatinib,2,test,ACH-000383
afatinib,2,test,ACH-000917
afatinib,2,test,ACH-000704
afatinib,2,test,ACH-000684
afatinib,2,test,ACH-000732
afatinib,2,test,ACH-000329
afatinib,2,test,ACH-000153
afatinib,2,test,ACH-000517
afatinib,2,test,ACH-000108
afatinib,2,test,ACH-000671
afatinib,2,test,ACH-000748
afatinib,2,test,ACH-000834
afatinib,2,test,ACH-000713
afatinib,2,test,ACH-000420
afatinib,2,test,ACH-000947
afatinib,2,test,ACH-000479
afatinib,2,test,ACH-000614
afatinib,2,test,ACH-000389
afatinib,2,test,ACH-000882
afatinib,2,test,ACH-000090
afatinib,2,test,ACH-000688
afatinib,2,test,ACH-000721
afatinib,2,test,ACH-000669
afatinib,2,test,ACH-000367
afatinib,2,test,ACH-000957
afatinib,2,test,ACH-000974
afatinib,2,test,ACH-000840
afatinib,2,test,ACH-000667
afatinib,2,test,ACH-000905
afatinib,2,test,ACH-000516
afatinib,2,test,ACH-000411
afatinib,2,test,ACH-000845
afatinib,2,test,ACH-000852
afatinib,2,test,ACH-000979
afatinib,2,test,ACH-000976
afatinib,2,test,ACH-000766
afatinib,2,test,ACH-000535
afatinib,2,test,ACH-000201
afatinib,2,test,ACH-000965
afatinib,2,test,ACH-000835
afatinib,2,test,ACH-000189
afatinib,2,test,ACH-000445
afatinib,2,test,ACH-000837
afatinib,2,test,ACH-000899
afatinib,2,test,ACH-000133
afatinib,2,test,ACH-000316
afatinib,2,test,ACH-001318
afatinib,2,test,ACH-000447
afatinib,2,test,ACH-000493
afatinib,2,test,ACH-000159
afatinib,2,test,ACH-000259
afatinib,2,test,ACH-000940
afatinib,2,test,ACH-000207
afatinib,2,test,ACH-000929
afatinib,2,test,ACH-000390
afatinib,2,test,ACH-000878
afatinib,2,test,ACH-000827
afatinib,2,test,ACH-000174
afatinib,2,test,ACH-000777
afatinib,2,test,ACH-000312
afatinib,2,test,ACH-000985
afatinib,2,test,ACH-000444
afatinib,2,test,ACH-000500
afatinib,2,test,ACH-000030
afatinib,2,test,ACH-000169
afatinib,2,test,ACH-000796
afatinib,2,test,ACH-000967
afatinib,2,test,ACH-000469
afatinib,2,test,ACH-000217
afatinib,2,test,ACH-000996
afatinib,2,test,ACH-000781
afatinib,2,test,ACH-000973
afatinib,3,fit,ACH-000015
afatinib,3,fit,ACH-000452
afatinib,3,fit,ACH-000901
afatinib,3,fit,ACH-000954
afatinib,3,fit,ACH-000988
afatinib,3,fit,ACH-000244
afatinib,3,fit,ACH-000390
afatinib,3,fit,ACH-000618
afatinib,3,fit,ACH-000480
afatinib,3,fit,ACH-000704
afatinib,3,fit,ACH-000955
afatinib,3,fit,ACH-000133
afatinib,3,fit,ACH-000235
afatinib,3,fit,ACH-001239
afatinib,3,fit,ACH-000417
afatinib,3,fit,ACH-000374
afatinib,3,fit,ACH-000911
afatinib,3,fit,ACH-000123
afatinib,3,fit,ACH-000397
afatinib,3,fit,ACH-000620
afatinib,3,fit,ACH-000324
afatinib,3,fit,ACH-000976
afatinib,3,fit,ACH-000163
afatinib,3,fit,ACH-000312
afatinib,3,fit,ACH-000950
afatinib,3,fit,ACH-000243
afatinib,3,fit,ACH-000593
afatinib,3,fit,ACH-000153
afatinib,3,fit,ACH-000750
afatinib,3,fit,ACH-000060
afatinib,3,fit,ACH-000332
afatinib,3,fit,ACH-000947
afatinib,3,fit,ACH-000411
afatinib,3,fit,ACH-000217
afatinib,3,fit,ACH-000212
afatinib,3,fit,ACH-000535
afatinib,3,fit,ACH-001306
afatinib,3,fit,ACH-000037
afatinib,3,fit,ACH-000537
afatinib,3,fit,ACH-000769
afatinib,3,fit,ACH-000479
afatinib,3,fit,ACH-000796
afatinib,3,fit,ACH-000444
afatinib,3,fit,ACH-000900
afatinib,3,fit,ACH-000007
afatinib,3,fit,ACH-001075
afatinib,3,fit,ACH-000822
afatinib,3,fit,ACH-000329
afatinib,3,fit,ACH-000684
afatinib,3,fit,ACH-000781
afatinib,3,fit,ACH-000858
afatinib,3,fit,ACH-000091
afatinib,3,fit,ACH-000477
afatinib,3,fit,ACH-000804
afatinib,3,fit,ACH-000401
afatinib,3,fit,ACH-000948
afatinib,3,fit,ACH-000855
afatinib,3,fit,ACH-000973
afatinib,3,fit,ACH-000092
afatinib,3,fit,ACH-000785
afatinib,3,fit,ACH-000014
afatinib,3,fit,ACH-000919
afatinib,3,fit,ACH-000643
afatinib,3,fit,ACH-000316
afatinib,3,fit,ACH-000270
afatinib,3,fit,ACH-000207
afatinib,3,fit,ACH-000429
afatinib,3,fit,ACH-000667
afatinib,3,fit,ACH-000517
afatinib,3,fit,ACH-000837
afatinib,3,fit,ACH-000118
afatinib,3,fit,ACH-000810
afatinib,3,fit,ACH-000505
afatinib,3,fit,ACH-000260
afatinib,3,fit,ACH-000792
afatinib,3,fit,ACH-000510
afatinib,3,fit,ACH-000759
afatinib,3,fit,ACH-000164
afatinib,3,fit,ACH-000415
afatinib,3,fit,ACH-000666
afatinib,3,fit,ACH-000352
afatinib,3,fit,ACH-000052
afatinib,3,fit,ACH-000019
afatinib,3,fit,ACH-000361
afatinib,3,fit,ACH-000719
afatinib,3,fit,ACH-000768
afatinib,3,fit,ACH-000957
