drug,fold,role,model_id
trametinib,1,fit,ACH-000841
trametinib,1,fit,ACH-000312
trametinib,1,fit,ACH-000669
trametinib,1,fit,ACH-000878
trametinib,1,fit,ACH-000943
trametinib,1,fit,ACH-000936
trametinib,1,fit,ACH-000888
trametinib,1,fit,ACH-000023
trametinib,1,fit,ACH-000153
trametinib,1,fit,ACH-000343
trametinib,1,fit,ACH-000502
trametinib,1,fit,ACH-000929
trametinib,1,fit,ACH-000696
trametinib,1,fit,ACH-000570
trametinib,1,fit,ACH-000771
trametinib,1,fit,ACH-000223
trametinib,1,fit,ACH-000521
trametinib,1,fit,ACH-000649
trametinib,1,fit,ACH-001075
trametinib,1,fit,ACH-000769
trametinib,1,fit,ACH-000954
trametinib,1,fit,ACH-000663
trametinib,1,fit,ACH-000417
trametinib,1,fit,ACH-000329
trametinib,1,fit,ACH-000141
trametinib,1,fit,ACH-000411
trametinib,1,fit,ACH-000532
trametinib,1,fit,ACH-000011
trametinib,1,fit,ACH-000670
trametinib,1,fit,ACH-000783
trametinib,1,fit,ACH-000480
trametinib,1,fit,ACH-000147
trametinib,1,fit,ACH-000324
trametinib,1,fit,ACH-000778
trametinib,1,fit,ACH-000243
trametinib,1,fit,ACH-000368
trametinib,1,fit,ACH-000905
trametinib,1,fit,ACH-000832
trametinib,1,fit,ACH-000172
trametinib,1,fit,ACH-000237
trametinib,1,fit,ACH-000308
trametinib,1,fit,ACH-000855
trametinib,1,fit,ACH-000601
trametinib,1,fit,ACH-000092
trametinib,1,fit,ACH-000941
trametinib,1,fit,ACH-000420
trametinib,1,fit,ACH-000919
trametinib,1,fit,ACH-000750
trametinib,1,fit,ACH-000344
trametinib,1,fit,ACH-000788
trametinib,1,fit,ACH-000468
trametinib,1,fit,ACH-000415
trametinib,1,fit,ACH-000809
trametinib,1,fit,ACH-000212
trametinib,1,fit,ACH-000647
trametinib,1,fit,ACH-000945
trametinib,1,fit,ACH-000359
trametinib,1,fit,ACH-000826
trametinib,1,fit,ACH-000099
trametinib,1,fit,ACH-000711
trametinib,1,fit,ACH-000335
trametinib,1,fit,ACH-000719
trametinib,1,fit,ACH-000397
trametinib,1,fit,ACH-000416
trametinib,1,fit,ACH-000288
trametinib,1,fit,ACH-000457
trametinib,1,fit,ACH-000843
trametinib,1,fit,ACH-000163
trametinib,1,fit,ACH-000819
trametinib,1,fit,ACH-000967
trametinib,1,fit,ACH-000408
trametinib,1,fit,ACH-000265
trametinib,1,fit,ACH-000671
trametinib,1,fit,ACH-000651
trametinib,1,fit,ACH-000688
trametinib,1,fit,ACH-000280
trametinib,1,fit,ACH-000545
trametinib,1,fit,ACH-000374
trametinib,1,fit,ACH-000037
trametinib,1,fit,ACH-000768
trametinib,1,fit,ACH-000261
trametinib,1,fit,ACH-000035
trametinib,1,fit,ACH-000391
trametinib,1,fit,ACH-000139
trametinib,1,fit,ACH-000463
trametinib,1,fit,ACH-000982
trametinib,1,fit,ACH-000630
trametinib,1,fit,ACH-000302
trametinib,1,fit,ACH-000235
trametinib,1,fit,ACH-000678
trametinib,1,fit,ACH-000117
trametinib,1,fit,ACH-000260
trametinib,1,fit,ACH-000976
trametinib,1,fit,ACH-000966
trametinib,1,fit,ACH-000155
trametinib,1,fit,ACH-000042
trametinib,1,fit,ACH-000837
trametinib,1,fit,ACH-000211
trametinib,1,fit,ACH-000674
trametinib,1,fit,ACH-000219
trametinib,1,fit,ACH-000890
trametinib,1,fit,ACH-000842
trametinib,1,fit,ACH-000589
trametinib,1,fit,ACH-000012
trametinib,1,fit,ACH-000504
trametinib,1,fit,ACH-000781
trametinib,1,fit,ACH-000390
trametinib,1,fit,ACH-000901
trametinib,1,fit,ACH-000030
trametinib,1,fit,ACH-000903
trametinib,1,fit,ACH-000759
trametinib,1,fit,ACH-000008
trametinib,1,fit,ACH-000996
trametinib,1,fit,ACH-000846
trametinib,1,fit,ACH-000853
trametinib,1,fit,ACH-000279
trametinib,1,fit,ACH-000188
trametinib,1,fit,ACH-000142
trametinib,1,fit,ACH-000978
trametinib,1,fit,ACH-000087
trametinib,1,fit,ACH-000086
trametinib,1,fit,ACH-000756
trametinib,1,fit,ACH-000191
trametinib,1,fit,ACH-000657
trametinib,1,fit,ACH-000307
trametinib,1,fit,ACH-000959
trametinib,1,fit,ACH-000014
trametinib,1,fit,ACH-000573
trametinib,1,fit,ACH-000849
trametinib,1,fit,ACH-000974
trametinib,1,fit,ACH-000866
trametinib,1,fit,ACH-000648
trametinib,1,fit,ACH-000527
trametinib,1,fit,ACH-000632
trametinib,1,fit,ACH-000500
trametinib,1,fit,ACH-000681
trametinib,1,fit,ACH-000481
trametinib,1,fit,ACH-000593
trametinib,1,fit,ACH-000736
trametinib,1,fit,ACH-000684
trametinib,1,fit,ACH-000352
trametinib,1,fit,ACH-000694
trametinib,1,fit,ACH-000713
trametinib,1,fit,ACH-000847
trametinib,1,fit,ACH-000720
trametinib,1,fit,ACH-000062
trametinib,1,fit,ACH-000973
trametinib,1,fit,ACH-000019
trametinib,1,calibration,ACH-000164
trametinib,1,calibration,ACH-000544
trametinib,1,calibration,ACH-001128
trametinib,1,calibration,ACH-000407
trametinib,1,calibration,ACH-000210
trametinib,1,calibration,ACH-000098
trametinib,1,calibration,ACH-000484
trametinib,1,calibration,ACH-000979
trametinib,1,calibration,ACH-000666
trametinib,1,calibration,ACH-000048
trametinib,1,calibration,ACH-000496
trametinib,1,calibration,ACH-000898
trametinib,1,calibration,ACH-000988
trametinib,1,calibration,ACH-000587
trametinib,1,calibration,ACH-000915
trametinib,1,calibration,ACH-000721
trametinib,1,calibration,ACH-000624
trametinib,1,calibration,ACH-000811
trametinib,1,calibration,ACH-000447
trametinib,1,calibration,ACH-000461
trametinib,1,calibration,ACH-001318
trametinib,1,calibration,ACH-000881
trametinib,1,calibration,ACH-000777
trametinib,1,calibration,ACH-000318
trametinib,1,calibration,ACH-000852
trametinib,1,calibration,ACH-000620
trametinib,1,calibration,ACH-000356
trametinib,1,calibration,ACH-000021
trametinib,1,calibration,ACH-000281
trametinib,1,calibration,ACH-000375
trametinib,1,calibration,ACH-000749
trametinib,1,calibration,ACH-000682
trametinib,1,calibration,ACH-000948
trametinib,1,calibration,ACH-000542
trametinib,1,calibration,ACH-000762
trametinib,1,calibration,ACH-000207
trametinib,1,calibration,ACH-000013
trametinib,1,calibration,ACH-000367
trametinib,1,calibration,ACH-000994
trametinib,1,calibration,ACH-000679
trametinib,1,calibration,ACH-000052
trametinib,1,calibration,ACH-000662
trametinib,1,calibration,ACH-000456
trametinib,1,calibration,ACH-000913
trametinib,1,calibration,ACH-000924
trametinib,1,calibration,ACH-000450
trametinib,1,calibration,ACH-000311
trametinib,1,calibration,ACH-000182
trametinib,1,calibration,ACH-000738
trametinib,1,calibration,ACH-000792
trametinib,1,calibration,ACH-000835
trametinib,1,calibration,ACH-000270
trametinib,1,calibration,ACH-000704
trametinib,1,calibration,ACH-000802
trametinib,1,calibration,ACH-000822
trametinib,1,calibration,ACH-000814
trametinib,1,calibration,ACH-000393
trametinib,1,calibration,ACH-000977
trametinib,1,calibration,ACH-001306
trametinib,1,calibration,ACH-000452
trametinib,1,test,ACH-000351
trametinib,1,test,ACH-000800
trametinib,1,test,ACH-000123
trametinib,1,test,ACH-000627
trametinib,1,test,ACH-000856
trametinib,1,test,ACH-000552
trametinib,1,test,ACH-000222
trametinib,1,test,ACH-000332
trametinib,1,test,ACH-000971
trametinib,1,test,ACH-000858
trametinib,1,test,ACH-000331
trametinib,1,test,ACH-000643
trametinib,1,test,ACH-000784
trametinib,1,test,ACH-000517
trametinib,1,test,ACH-000748
trametinib,1,test,ACH-000040
trametinib,1,test,ACH-000503
trametinib,1,test,ACH-000403
trametinib,1,test,ACH-000273
trametinib,1,test,ACH-000599
trametinib,1,test,ACH-000486
trametinib,1,test,ACH-000955
trametinib,1,test,ACH-000637
trametinib,1,test,ACH-000389
trametinib,1,test,ACH-000906
trametinib,1,test,ACH-000716
trametinib,1,test,ACH-000956
trametinib,1,test,ACH-000665
trametinib,1,test,ACH-000572
trametinib,1,test,ACH-000277
trametinib,1,test,ACH-000537
trametinib,1,test,ACH-000724
trametinib,1,test,ACH-000735
trametinib,1,test,ACH-000090
trametinib,1,test,ACH-000605
trametinib,1,test,ACH-000950
trametinib,1,test,ACH-000232
trametinib,1,test,ACH-000264
trametinib,1,test,ACH-000840
trametinib,1,test,ACH-000667
trametinib,1,test,ACH-000524
trametinib,1,test,ACH-000278
trametinib,1,test,ACH-000747
trametinib,1,test,ACH-000734
trametinib,1,test,ACH-000661
trametinib,1,test,ACH-000364
trametinib,1,test,ACH-000082
trametinib,1,test,ACH-000488
trametinib,1,test,ACH-000965
trametinib,1,test,ACH-000189
trametinib,1,test,ACH-000454
trametinib,1,test,ACH-000395
trametinib,1,test,ACH-000133
trametinib,1,test,ACH-000054
trametinib,1,test,ACH-000221
trametinib,1,test,ACH-000477
trametinib,1,test,ACH-000244
trametinib,1,test,ACH-000622
trametinib,1,test,ACH-000259
trametinib,1,test,ACH-000940
trametinib,1,test,ACH-000764
trametinib,1,test,ACH-000827
trametinib,1,test,ACH-000961
trametinib,1,test,ACH-000958
trametinib,1,test,ACH-000833
trametinib,1,test,ACH-000091
trametinib,1,test,ACH-000582
trametinib,1,test,ACH-000347
trametinib,1,test,ACH-000595
trametinib,1,test,ACH-000469
trametinib,1,test,ACH-000097
trametinib,1,test,ACH-000701
trametinib,1,test,ACH-000900
trametinib,1,test,ACH-000505
trametinib,1,test,ACH-000968
trametinib,2,fit,ACH-000447
trametinib,2,fit,ACH-000403
trametinib,2,fit,ACH-000846
trametinib,2,fit,ACH-000060
trametinib,2,fit,ACH-000172
trametinib,2,fit,ACH-000836
trametinib,2,fit,ACH-000537
trametinib,2,fit,ACH-000281
trametinib,2,fit,ACH-000919
trametinib,2,fit,ACH-000137
trametinib,2,fit,ACH-000961
trametinib,2,fit,ACH-000021
trametinib,2,fit,ACH-000805
trametinib,2,fit,ACH-000265
trametinib,2,fit,ACH-000582
trametinib,2,fit,ACH-000505
trametinib,2,fit,ACH-000273
trametinib,2,fit,ACH-000948
trametinib,2,fit,ACH-000570
trametinib,2,fit,ACH-000978
trametinib,2,fit,ACH-000473
trametinib,2,fit,ACH-000572
trametinib,2,fit,ACH-000411
trametinib,2,fit,ACH-000270
trametinib,2,fit,ACH-000680
trametinib,2,fit,ACH-000210
trametinib,2,fit,ACH-000957
trametinib,2,fit,ACH-000800
trametinib,2,fit,ACH-000890
trametinib,2,fit,ACH-000663
trametinib,2,fit,ACH-000329
trametinib,2,fit,ACH-000307
trametinib,2,fit,ACH-000946
trametinib,2,fit,ACH-000544
trametinib,2,fit,ACH-000302
trametinib,2,fit,ACH-000117
trametinib,2,fit,ACH-000332
trametinib,2,fit,ACH-000618
trametinib,2,fit,ACH-000461
trametinib,2,fit,ACH-000221
trametinib,2,fit,ACH-000840
trametinib,2,fit,ACH-000040
trametinib,2,fit,ACH-000917
trametinib,2,fit,ACH-000965
trametinib,2,fit,ACH-000395
trametinib,2,fit,ACH-000804
trametinib,2,fit,ACH-000713
trametinib,2,fit,ACH-000593
trametinib,2,fit,ACH-000759
trametinib,2,fit,ACH-000764
trametinib,2,fit,ACH-000605
trametinib,2,fit,ACH-000749
trametinib,2,fit,ACH-000736
trametinib,2,fit,ACH-000188
trametinib,2,fit,ACH-000030
trametinib,2,fit,ACH-000762
trametinib,2,fit,ACH-000335
trametinib,2,fit,ACH-000671
trametinib,2,fit,ACH-000417
trametinib,2,fit,ACH-000527
trametinib,2,fit,ACH-000753
trametinib,2,fit,ACH-000769
trametinib,2,fit,ACH-000542
trametinib,2,fit,ACH-000701
trametinib,2,fit,ACH-000858
trametinib,2,fit,ACH-000147
trametinib,2,fit,ACH-000958
trametinib,2,fit,ACH-001318
trametinib,2,fit,ACH-000784
trametinib,2,fit,ACH-000139
trametinib,2,fit,ACH-000393
trametinib,2,fit,ACH-000427
trametinib,2,fit,ACH-000959
trametinib,2,fit,ACH-000479
trametinib,2,fit,ACH-000954
trametinib,2,fit,ACH-000316
trametinib,2,fit,ACH-000721
trametinib,2,fit,ACH-000037
trametinib,2,fit,ACH-000734
trametinib,2,fit,ACH-000901
trametinib,2,fit,ACH-000374
trametinib,2,fit,ACH-000667
trametinib,2,fit,ACH-000994
trametinib,2,fit,ACH-000913
trametinib,2,fit,ACH-000971
trametinib,2,fit,ACH-000288
trametinib,2,fit,ACH-000343
trametinib,2,fit,ACH-000601
trametinib,2,fit,ACH-000504
trametinib,2,fit,ACH-000940
trametinib,2,fit,ACH-000450
trametinib,2,fit,ACH-000277
trametinib,2,fit,ACH-000711
trametinib,2,fit,ACH-000903
trametinib,2,fit,ACH-000882
trametinib,2,fit,ACH-000484
trametinib,2,fit,ACH-000945
trametinib,2,fit,ACH-000879
trametinib,2,fit,ACH-000481
trametinib,2,fit,ACH-000416
trametinib,2,fit,ACH-000630
trametinib,2,fit,ACH-000232
trametinib,2,fit,ACH-000486
trametinib,2,fit,ACH-000500
trametinib,2,fit,ACH-000819
trametinib,2,fit,ACH-000811
trametinib,2,fit,ACH-000313
trametinib,2,fit,ACH-000503
trametinib,2,fit,ACH-000212
trametinib,2,fit,ACH-000826
trametinib,2,fit,ACH-000956
trametinib,2,fit,ACH-000924
trametinib,2,fit,ACH-000454
trametinib,2,fit,ACH-000408
trametinib,2,fit,ACH-000911
trametinib,2,fit,ACH-000118
trametinib,2,fit,ACH-000356
trametinib,2,fit,ACH-000320
trametinib,2,fit,ACH-000488
trametinib,2,fit,ACH-000614
trametinib,2,fit,ACH-000046
trametinib,2,fit,ACH-000936
trametinib,2,fit,ACH-000351
trametinib,2,fit,ACH-000853
trametinib,2,fit,ACH-000153
trametinib,2,fit,ACH-000311
trametinib,2,fit,ACH-000415
trametinib,2,fit,ACH-000898
trametinib,2,fit,ACH-000324
trametinib,2,fit,ACH-000620
trametinib,2,fit,ACH-000123
trametinib,2,fit,ACH-000847
trametinib,2,fit,ACH-000834
trametinib,2,fit,ACH-000810
trametinib,2,fit,ACH-000421
trametinib,2,fit,ACH-000493
trametinib,2,fit,ACH-000532
trametinib,2,fit,ACH-000018
trametinib,2,fit,ACH-000716
trametinib,2,fit,ACH-000155
trametinib,2,fit,ACH-000869
trametinib,2,fit,ACH-000589
trametinib,2,fit,ACH-000657
trametinib,2,fit,ACH-000842
trametinib,2,fit,ACH-000062
trametinib,2,fit,ACH-000988
trametinib,2,fit,ACH-000250
trametinib,2,fit,ACH-000747
trametinib,2,fit,ACH-000661
trametinib,2,fit,ACH-000783
trametinib,2,fit,ACH-000445
trametinib,2,fit,ACH-000778
trametinib,2,fit,ACH-000163
trametinib,2,fit,ACH-000855
trametinib,2,fit,ACH-000827
trametinib,2,fit,ACH-000141
trametinib,2,fit,ACH-000968
trametinib,2,fit,ACH-000796
trametinib,2,fit,ACH-000524
trametinib,2,fit,ACH-000595
trametinib,2,fit,ACH-000235
trametinib,2,fit,ACH-000276
trametinib,2,fit,ACH-001306
trametinib,2,fit,ACH-000444
trametinib,2,fit,ACH-000662
trametinib,2,fit,ACH-000643
trametinib,2,fit,ACH-000015
trametinib,2,fit,ACH-000896
trametinib,2,fit,ACH-000750
trametinib,2,fit,ACH-000433
trametinib,2,fit,ACH-000648
trametinib,2,fit,ACH-000996
trametinib,2,fit,ACH-000189
trametinib,2,fit,ACH-000974
trametinib,2,fit,ACH-000688
trametinib,2,fit,ACH-000833
trametinib,2,fit,ACH-000803
trametinib,2,fit,ACH-000848
trametinib,2,fit,ACH-000950
trametinib,2,fit,ACH-000244
trametinib,2,fit,ACH-000900
trametinib,2,fit,ACH-000899
trametinib,2,fit,ACH-000091
trametinib,2,fit,ACH-000637
trametinib,2,fit,ACH-000264
trametinib,2,fit,ACH-000012
trametinib,2,fit,ACH-000469
trametinib,2,fit,ACH-000720
trametinib,2,fit,ACH-000231
trametinib,2,fit,ACH-000463
trametinib,2,fit,ACH-000624
trametinib,2,fit,ACH-000649
trametinib,2,fit,ACH-000599
trametinib,2,fit,ACH-000364
trametinib,2,fit,ACH-000694
trametinib,2,fit,ACH-000880
trametinib,2,fit,ACH-000622
trametinib,2,fit,ACH-000014
trametinib,2,fit,ACH-000023
trametinib,2,fit,ACH-000022
trametinib,2,fit,ACH-000852
trametinib,2,fit,ACH-000368
trametinib,2,fit,ACH-000809
trametinib,2,fit,ACH-000097
trametinib,2,fit,ACH-000679
trametinib,2,fit,ACH-000108
trametinib,2,fit,ACH-000652
trametinib,2,fit,ACH-000516
trametinib,2,fit,ACH-000955
trametinib,2,fit,ACH-000678
trametinib,2,fit,ACH-000323
trametinib,2,fit,ACH-000845
trametinib,2,fit,ACH-000906
trametinib,2,fit,ACH-000670
trametinib,2,fit,ACH-000835
trametinib,2,fit,ACH-000517
trametinib,2,fit,ACH-000082
trametinib,2,fit,ACH-000943
trametinib,2,fit,ACH-000318
trametinib,2,fit,ACH-000099
trametinib,2,fit,ACH-000278
trametinib,2,fit,ACH-000437
trametinib,2,fit,ACH-000259
trametinib,2,fit,ACH-000837
trametinib,2,fit,ACH-000776
trametinib,2,fit,ACH-000048
trametinib,2,fit,ACH-000359
trametinib,2,fit,ACH-000756
trametinib,2,fit,ACH-000627
trametinib,2,fit,ACH-000682
trametinib,2,fit,ACH-000843
trametinib,2,fit,ACH-000042
trametinib,2,fit,ACH-000771
trametinib,2,fit,ACH-000552
trametinib,2,fit,ACH-000785
trametinib,2,fit,ACH-000665
trametinib,2,fit,ACH-000292
trametinib,2,fit,ACH-000375
trametinib,2,fit,ACH-000788
trametinib,2,fit,ACH-000681
trametinib,2,calibration,ACH-000092
trametinib,2,calibration,ACH-000397
trametinib,2,calibration,ACH-000822
trametinib,2,calibration,ACH-000013
trametinib,2,calibration,ACH-000632
trametinib,2,calibration,ACH-000696
trametinib,2,calibration,ACH-000207
trametinib,2,calibration,ACH-000401
trametinib,2,calibration,ACH-000777
trametinib,2,calibration,ACH-000545
trametinib,2,calibration,ACH-000997
trametinib,2,calibration,ACH-000724
trametinib,2,calibration,ACH-001239
trametinib,2,calibration,ACH-000201
trametinib,2,calibration,ACH-000985
trametinib,2,calibration,ACH-000098
trametinib,2,calibration,ACH-001128
trametinib,2,calibration,ACH-000456
trametinib,2,calibration,ACH-000344
trametinib,2,calibration,ACH-000361
trametinib,2,calibration,ACH-000976
trametinib,2,calibration,ACH-000748
trametinib,2,calibration,ACH-000133
trametinib,2,calibration,ACH-000684
trametinib,2,calibration,ACH-000457
trametinib,2,calibration,ACH-000521
trametinib,2,calibration,ACH-000693
trametinib,2,calibration,ACH-000735
trametinib,2,calibration,ACH-000019
trametinib,2,calibration,ACH-000308
trametinib,2,calibration,ACH-000132
trametinib,2,calibration,ACH-000947
trametinib,2,calibration,ACH-000280
trametinib,2,calibration,ACH-000222
trametinib,2,calibration,ACH-000719
trametinib,2,calibration,ACH-000471
trametinib,2,calibration,ACH-000732
trametinib,2,calibration,ACH-000367
trametinib,2,calibration,ACH-000192
trametinib,2,calibration,ACH-000647
trametinib,2,calibration,ACH-000476
trametinib,2,calibration,ACH-000090
trametinib,2,calibration,ACH-000856
trametinib,2,calibration,ACH-000389
trametinib,2,calibration,ACH-000174
trametinib,2,calibration,ACH-000441
trametinib,2,calibration,ACH-000781
trametinib,2,calibration,ACH-000191
trametinib,2,calibration,ACH-000347
trametinib,2,calibration,ACH-000477
trametinib,2,calibration,ACH-000528
trametinib,2,calibration,ACH-000905
trametinib,2,calibration,ACH-000391
trametinib,2,calibration,ACH-000331
trametinib,2,calibration,ACH-000219
trametinib,2,calibration,ACH-000052
trametinib,2,calibration,ACH-000182
trametinib,2,calibration,ACH-000054
trametinib,2,calibration,ACH-000502
trametinib,2,calibration,ACH-000164
trametinib,2,test,ACH-000792
trametinib,2,test,ACH-000008
trametinib,2,test,ACH-000383
trametinib,2,test,ACH-000587
trametinib,2,test,ACH-000704
trametinib,2,test,ACH-000941
trametinib,2,test,ACH-000376
trametinib,2,test,ACH-000035
trametinib,2,test,ACH-000322
trametinib,2,test,ACH-000260
trametinib,2,test,ACH-000223
trametinib,2,test,ACH-000832
trametinib,2,test,ACH-000429
trametinib,2,test,ACH-000261
trametinib,2,test,ACH-000814
trametinib,2,test,ACH-000866
trametinib,2,test,ACH-000087
trametinib,2,test,ACH-000758
trametinib,2,test,ACH-000407
trametinib,2,test,ACH-000674
trametinib,2,test,ACH-000420
trametinib,2,test,ACH-000237
trametinib,2,test,ACH-000007
trametinib,2,test,ACH-000669
trametinib,2,test,ACH-000628
trametinib,2,test,ACH-000086
trametinib,2,test,ACH-000142
trametinib,2,test,ACH-000927
trametinib,2,test,ACH-000243
trametinib,2,test,ACH-000768
trametinib,2,test,ACH-000279
trametinib,2,test,ACH-001307
trametinib,2,test,ACH-000839
trametinib,2,test,ACH-000730
trametinib,2,test,ACH-000802
trametinib,2,test,ACH-000573
trametinib,2,test,ACH-001190
trametinib,2,test,ACH-000979
trametinib,2,test,ACH-000766
trametinib,2,test,ACH-000535
trametinib,2,test,ACH-000011
trametinib,2,test,ACH-000738
trametinib,2,test,ACH-000921
trametinib,2,test,ACH-000982
trametinib,2,test,ACH-000915
trametinib,2,test,ACH-000480
trametinib,2,test,ACH-000881
trametinib,2,test,ACH-000651
trametinib,2,test,ACH-000966
trametinib,2,test,ACH-000319
trametinib,2,test,ACH-000352
trametinib,2,test,ACH-000159
trametinib,2,test,ACH-000841
trametinib,2,test,ACH-000452
trametinib,2,test,ACH-000929
trametinib,2,test,ACH-000390
trametinib,2,test,ACH-000468
trametinib,2,test,ACH-000496
trametinib,2,test,ACH-000878
trametinib,2,test,ACH-000939
trametinib,2,test,ACH-000228
trametinib,2,test,ACH-000211
trametinib,2,test,ACH-000096
trametinib,2,test,ACH-000849
trametinib,2,test,ACH-000312
trametinib,2,test,ACH-000888
trametinib,2,test,ACH-000510
trametinib,2,test,ACH-000967
trametinib,2,test,ACH-000977
trametinib,2,test,ACH-000579
trametinib,2,test,ACH-000791
trametinib,2,test,ACH-001075
trametinib,2,test,ACH-000666
trametinib,2,test,ACH-000217
trametinib,2,test,ACH-000973
trametinib,3,fit,ACH-000734
trametinib,3,fit,ACH-000977
trametinib,3,fit,ACH-000814
trametinib,3,fit,ACH-000417
trametinib,3,fit,ACH-000852
trametinib,3,fit,ACH-000504
trametinib,3,fit,ACH-000223
trametinib,3,fit,ACH-000979
trametinib,3,fit,ACH-000450
trametinib,3,fit,ACH-000488
trametinib,3,fit,ACH-000927
trametinib,3,fit,ACH-000632
trametinib,3,fit,ACH-001306
trametinib,3,fit,ACH-000997
trametinib,3,fit,ACH-000087
trametinib,3,fit,ACH-000479
trametinib,3,fit,ACH-000855
trametinib,3,fit,ACH-000906
trametinib,3,fit,ACH-000869
trametinib,3,fit,ACH-000947
trametinib,3,fit,ACH-000261
trametinib,3,fit,ACH-000954
trametinib,3,fit,ACH-000133
trametinib,3,fit,ACH-000890
trametinib,3,fit,ACH-000281
trametinib,3,fit,ACH-000517
trametinib,3,fit,ACH-000352
trametinib,3,fit,ACH-000211
trametinib,3,fit,ACH-000988
trametinib,3,fit,ACH-000758
trametinib,3,fit,ACH-000843
trametinib,3,fit,ACH-000704
trametinib,3,fit,ACH-000853
trametinib,3,fit,ACH-000622
trametinib,3,fit,ACH-000476
trametinib,3,fit,ACH-000454
trametinib,3,fit,ACH-000264
trametinib,3,fit,ACH-000505
trametinib,3,fit,ACH-000219
trametinib,3,fit,ACH-000771
trametinib,3,fit,ACH-000601
trametinib,3,fit,ACH-000834
trametinib,3,fit,ACH-000781
trametinib,3,fit,ACH-000007
trametinib,3,fit,ACH-000840
trametinib,3,fit,ACH-000958
trametinib,3,fit,ACH-000940
trametinib,3,fit,ACH-000524
trametinib,3,fit,ACH-000090
trametinib,3,fit,ACH-000477
trametinib,3,fit,ACH-000447
trametinib,3,fit,ACH-000457
trametinib,3,fit,ACH-000811
trametinib,3,fit,ACH-000374
trametinib,3,fit,ACH-000395
trametinib,3,fit,ACH-000866
trametinib,3,fit,ACH-000804
trametinib,3,fit,ACH-000343
trametinib,3,fit,ACH-000480
trametinib,3,fit,ACH-000364
trametinib,3,fit,ACH-000573
trametinib,3,fit,ACH-000091
trametinib,3,fit,ACH-000921
trametinib,3,fit,ACH-000155
trametinib,3,fit,ACH-000393
trametinib,3,fit,ACH-000911
trametinib,3,fit,ACH-000950
trametinib,3,fit,ACH-000809
trametinib,3,fit,ACH-000270
trametinib,3,fit,ACH-000243
trametinib,3,fit,ACH-000040
trametinib,3,fit,ACH-000679
trametinib,3,fit,ACH-000098
