drug,fold,role,model_id
palbociclib,1,fit,ACH-000572
palbociclib,1,fit,ACH-000235
palbociclib,1,fit,ACH-000959
palbociclib,1,fit,ACH-000750
palbociclib,1,fit,ACH-000835
palbociclib,1,fit,ACH-000599
palbociclib,1,fit,ACH-000671
palbociclib,1,fit,ACH-000481
palbociclib,1,fit,ACH-000037
palbociclib,1,fit,ACH-000142
palbociclib,1,fit,ACH-000210
palbociclib,1,fit,ACH-000147
palbociclib,1,fit,ACH-000108
palbociclib,1,fit,ACH-000888
palbociclib,1,fit,ACH-000521
palbociclib,1,fit,ACH-000777
palbociclib,1,fit,ACH-000833
palbociclib,1,fit,ACH-000097
palbociclib,1,fit,ACH-000748
palbociclib,1,fit,ACH-000477
palbociclib,1,fit,ACH-000573
palbociclib,1,fit,ACH-000207
palbociclib,1,fit,ACH-000022
palbociclib,1,fit,ACH-000288
palbociclib,1,fit,ACH-000473
palbociclib,1,fit,ACH-000974
palbociclib,1,fit,ACH-000040
palbociclib,1,fit,ACH-000758
palbociclib,1,fit,ACH-000471
palbociclib,1,fit,ACH-000955
palbociclib,1,fit,ACH-000174
palbociclib,1,fit,ACH-000905
palbociclib,1,fit,ACH-000601
palbociclib,1,fit,ACH-000843
palbociclib,1,fit,ACH-000535
palbociclib,1,fit,ACH-000344
palbociclib,1,fit,ACH-000391
palbociclib,1,fit,ACH-000264
palbociclib,1,fit,ACH-000189
palbociclib,1,fit,ACH-000172
palbociclib,1,fit,ACH-000517
palbociclib,1,fit,ACH-000834
palbociclib,1,fit,ACH-000228
palbociclib,1,fit,ACH-000624
palbociclib,1,fit,ACH-000137
palbociclib,1,fit,ACH-000878
palbociclib,1,fit,ACH-000822
palbociclib,1,fit,ACH-000420
palbociclib,1,fit,ACH-000244
palbociclib,1,fit,ACH-000311
palbociclib,1,fit,ACH-000802
palbociclib,1,fit,ACH-000579
palbociclib,1,fit,ACH-000747
palbociclib,1,fit,ACH-000803
palbociclib,1,fit,ACH-000407
palbociclib,1,fit,ACH-000804
palbociclib,1,fit,ACH-000403
palbociclib,1,fit,ACH-000098
palbociclib,1,fit,ACH-000810
palbociclib,1,fit,ACH-000219
palbociclib,1,fit,ACH-000735
palbociclib,1,fit,ACH-000312
palbociclib,1,fit,ACH-000845
palbociclib,1,fit,ACH-000123
palbociclib,1,fit,ACH-000092
palbociclib,1,fit,ACH-000899
palbociclib,1,fit,ACH-000720
palbociclib,1,fit,ACH-000091
palbociclib,1,fit,ACH-000319
palbociclib,1,fit,ACH-000408
palbociclib,1,fit,ACH-000516
palbociclib,1,fit,ACH-000701
palbociclib,1,fit,ACH-000881
palbociclib,1,fit,ACH-000915
palbociclib,1,fit,ACH-000132
palbociclib,1,fit,ACH-000724
palbociclib,1,fit,ACH-000444
palbociclib,1,fit,ACH-000480
palbociclib,1,fit,ACH-000390
palbociclib,1,fit,ACH-000192
palbociclib,1,fit,ACH-000762
palbociclib,1,fit,ACH-000903
palbociclib,1,fit,ACH-000018
palbociclib,1,fit,ACH-000958
palbociclib,1,fit,ACH-000469
palbociclib,1,fit,ACH-000500
palbociclib,1,fit,ACH-000222
palbociclib,1,fit,ACH-000503
palbociclib,1,fit,ACH-000401
palbociclib,1,fit,ACH-000947
palbociclib,1,fit,ACH-000322
palbociclib,1,fit,ACH-000618
palbociclib,1,fit,ACH-000929
palbociclib,1,fit,ACH-000620
palbociclib,1,fit,ACH-000364
palbociclib,1,fit,ACH-000329
palbociclib,1,fit,ACH-000019
palbociclib,1,fit,ACH-000023
palbociclib,1,fit,ACH-000827
palbociclib,1,fit,ACH-000879
palbociclib,1,fit,ACH-000667
palbociclib,1,fit,ACH-000913
palbociclib,1,fit,ACH-000814
palbociclib,1,fit,ACH-000643
palbociclib,1,fit,ACH-000637
palbociclib,1,fit,ACH-000212
palbociclib,1,fit,ACH-000966
palbociclib,1,calibration,ACH-000589
palbociclib,1,calibration,ACH-000153
palbociclib,1,calibration,ACH-000302
palbociclib,1,calibration,ACH-000155
palbociclib,1,calibration,ACH-000231
palbociclib,1,calibration,ACH-000433
palbociclib,1,calibration,ACH-000890
palbociclib,1,calibration,ACH-000496
palbociclib,1,calibration,ACH-000217
palbociclib,1,calibration,ACH-000694
palbociclib,1,calibration,ACH-000280
palbociclib,1,calibration,ACH-000924
palbociclib,1,calibration,ACH-001239
palbociclib,1,calibration,ACH-000665
palbociclib,1,calibration,ACH-000669
palbociclib,1,calibration,ACH-000090
palbociclib,1,calibration,ACH-000648
palbociclib,1,calibration,ACH-000652
palbociclib,1,calibration,ACH-000552
palbociclib,1,calibration,ACH-000941
palbociclib,1,calibration,ACH-000666
palbociclib,1,calibration,ACH-000441
palbociclib,1,calibration,ACH-000270
palbociclib,1,calibration,ACH-000839
palbociclib,1,calibration,ACH-000502
palbociclib,1,calibration,ACH-001306
palbociclib,1,calibration,ACH-000670
palbociclib,1,calibration,ACH-000169
palbociclib,1,calibration,ACH-000324
palbociclib,1,calibration,ACH-000279
palbociclib,1,calibration,ACH-000647
palbociclib,1,calibration,ACH-000681
palbociclib,1,calibration,ACH-000945
palbociclib,1,calibration,ACH-000927
palbociclib,1,calibration,ACH-000595
palbociclib,1,calibration,ACH-000456
palbociclib,1,calibration,ACH-000374
palbociclib,1,calibration,ACH-000276
palbociclib,1,calibration,ACH-000046
palbociclib,1,calibration,ACH-000976
palbociclib,1,calibration,ACH-000182
palbociclib,1,calibration,ACH-000943
palbociclib,1,calibration,ACH-000732
palbociclib,1,calibration,ACH-000900
palbociclib,1,calibration,ACH-000060
palbociclib,1,calibration,ACH-000191
palbociclib,1,calibration,ACH-000826
palbociclib,1,calibration,ACH-000463
palbociclib,1,calibration,ACH-000030
palbociclib,1,calibration,ACH-000052
palbociclib,1,calibration,ACH-000273
palbociclib,1,calibration,ACH-000545
palbociclib,1,calibration,ACH-000661
palbociclib,1,calibration,ACH-000979
palbociclib,1,calibration,ACH-000791
palbociclib,1,calibration,ACH-000936
palbociclib,1,calibration,ACH-000811
palbociclib,1,calibration,ACH-000383
palbociclib,1,calibration,ACH-001128
palbociclib,1,calibration,ACH-001075
palbociclib,1,test,ACH-000461
palbociclib,1,test,ACH-000421
palbociclib,1,test,ACH-000008
palbociclib,1,test,ACH-000800
palbociclib,1,test,ACH-000587
palbociclib,1,test,ACH-000785
palbociclib,1,test,ACH-000880
palbociclib,1,test,ACH-000035
palbociclib,1,test,ACH-000260
palbociclib,1,test,ACH-000223
palbociclib,1,test,ACH-000832
palbociclib,1,test,ACH-000544
palbociclib,1,test,ACH-000684
palbociclib,1,test,ACH-000896
palbociclib,1,test,ACH-000784
palbociclib,1,test,ACH-000662
palbociclib,1,test,ACH-000164
palbociclib,1,test,ACH-000997
palbociclib,1,test,ACH-000819
palbociclib,1,test,ACH-000954
palbociclib,1,test,ACH-000836
palbociclib,1,test,ACH-000318
palbociclib,1,test,ACH-000719
palbociclib,1,test,ACH-000674
palbociclib,1,test,ACH-000139
palbociclib,1,test,ACH-000188
palbociclib,1,test,ACH-000680
palbociclib,1,test,ACH-000118
palbociclib,1,test,ACH-000265
palbociclib,1,test,ACH-000855
palbociclib,1,test,ACH-000359
palbociclib,1,test,ACH-000716
palbociclib,1,test,ACH-000375
palbociclib,1,test,ACH-000753
palbociclib,1,test,ACH-000605
palbociclib,1,test,ACH-000367
palbociclib,1,test,ACH-000099
palbociclib,1,test,ACH-000649
palbociclib,1,test,ACH-000768
palbociclib,1,test,ACH-000527
palbociclib,1,test,ACH-000696
palbociclib,1,test,ACH-001307
palbociclib,1,test,ACH-000323
palbociclib,1,test,ACH-000021
palbociclib,1,test,ACH-001190
palbociclib,1,test,ACH-000759
palbociclib,1,test,ACH-000693
palbociclib,1,test,ACH-000982
palbociclib,1,test,ACH-000308
palbociclib,1,test,ACH-000837
palbociclib,1,test,ACH-000048
palbociclib,1,test,ACH-000133
palbociclib,1,test,ACH-000630
palbociclib,1,test,ACH-000042
palbociclib,1,test,ACH-000221
palbociclib,1,test,ACH-000457
palbociclib,1,test,ACH-000593
palbociclib,1,test,ACH-000159
palbociclib,1,test,ACH-000335
palbociclib,1,test,ACH-000764
palbociclib,1,test,ACH-000846
palbociclib,1,test,ACH-000939
palbociclib,1,test,ACH-000919
palbociclib,1,test,ACH-000096
palbociclib,1,test,ACH-000849
palbociclib,1,test,ACH-000911
palbociclib,1,test,ACH-000869
palbociclib,1,test,ACH-000985
palbociclib,1,test,ACH-000347
palbociclib,1,test,ACH-000771
palbociclib,1,test,ACH-000967
palbociclib,1,test,ACH-000996
palbociclib,1,test,ACH-000505
palbociclib,1,test,ACH-000781
palbociclib,2,fit,ACH-000827
palbociclib,2,fit,ACH-000368
palbociclib,2,fit,ACH-000212
palbociclib,2,fit,ACH-000192
palbociclib,2,fit,ACH-000771
palbociclib,2,fit,ACH-000766
palbociclib,2,fit,ACH-000042
palbociclib,2,fit,ACH-000898
palbociclib,2,fit,ACH-000943
palbociclib,2,fit,ACH-000694
palbociclib,2,fit,ACH-000182
palbociclib,2,fit,ACH-000091
palbociclib,2,fit,ACH-000665
palbociclib,2,fit,ACH-000359
palbociclib,2,fit,ACH-000441
palbociclib,2,fit,ACH-000682
palbociclib,2,fit,ACH-000671
palbociclib,2,fit,ACH-000748
palbociclib,2,fit,ACH-000217
palbociclib,2,fit,ACH-000142
palbociclib,2,fit,ACH-000023
palbociclib,2,fit,ACH-000117
palbociclib,2,fit,ACH-000777
palbociclib,2,fit,ACH-000288
palbociclib,2,fit,ACH-000788
palbociclib,2,fit,ACH-000503
palbociclib,2,fit,ACH-000329
palbociclib,2,fit,ACH-000792
palbociclib,2,fit,ACH-000582
palbociclib,2,fit,ACH-000648
palbociclib,2,fit,ACH-000647
palbociclib,2,fit,ACH-000155
palbociclib,2,fit,ACH-000260
palbociclib,2,fit,ACH-000323
palbociclib,2,fit,ACH-000684
palbociclib,2,fit,ACH-000901
palbociclib,2,fit,ACH-000351
palbociclib,2,fit,ACH-000674
palbociclib,2,fit,ACH-000244
palbociclib,2,fit,ACH-000021
palbociclib,2,fit,ACH-000477
palbociclib,2,fit,ACH-000324
palbociclib,2,fit,ACH-000834
palbociclib,2,fit,ACH-001239
palbociclib,2,fit,ACH-000313
palbociclib,2,fit,ACH-000210
palbociclib,2,fit,ACH-000845
palbociclib,2,fit,ACH-000945
palbociclib,2,fit,ACH-000270
palbociclib,2,fit,ACH-000527
palbociclib,2,fit,ACH-000805
palbociclib,2,fit,ACH-000265
palbociclib,2,fit,ACH-000924
palbociclib,2,fit,ACH-000809
palbociclib,2,fit,ACH-000573
palbociclib,2,fit,ACH-000447
palbociclib,2,fit,ACH-000881
palbociclib,2,fit,ACH-000052
palbociclib,2,fit,ACH-000819
palbociclib,2,fit,ACH-000661
palbociclib,2,fit,ACH-000318
palbociclib,2,fit,ACH-000696
palbociclib,2,fit,ACH-000852
palbociclib,2,fit,ACH-000188
palbociclib,2,fit,ACH-000062
palbociclib,2,fit,ACH-000008
palbociclib,2,fit,ACH-000996
palbociclib,2,fit,ACH-000811
palbociclib,2,fit,ACH-000347
palbociclib,2,fit,ACH-000277
palbociclib,2,fit,ACH-001318
palbociclib,2,fit,ACH-000319
palbociclib,2,fit,ACH-000955
palbociclib,2,fit,ACH-000701
palbociclib,2,fit,ACH-000651
palbociclib,2,fit,ACH-000670
palbociclib,2,fit,ACH-000147
palbociclib,2,fit,ACH-000141
palbociclib,2,fit,ACH-000620
palbociclib,2,fit,ACH-000783
palbociclib,2,fit,ACH-000630
palbociclib,2,fit,ACH-000312
palbociclib,2,fit,ACH-000219
palbociclib,2,fit,ACH-000331
palbociclib,2,fit,ACH-000915
palbociclib,2,fit,ACH-000628
palbociclib,2,fit,ACH-000375
palbociclib,2,fit,ACH-000652
palbociclib,2,fit,ACH-000552
palbociclib,2,fit,ACH-000393
palbociclib,2,fit,ACH-000713
palbociclib,2,fit,ACH-000223
palbociclib,2,fit,ACH-000678
palbociclib,2,fit,ACH-000734
palbociclib,2,fit,ACH-000408
palbociclib,2,fit,ACH-000720
palbociclib,2,fit,ACH-000098
palbociclib,2,fit,ACH-000486
palbociclib,2,fit,ACH-000164
palbociclib,2,fit,ACH-000759
palbociclib,2,fit,ACH-000997
palbociclib,2,fit,ACH-000528
palbociclib,2,fit,ACH-000054
palbociclib,2,fit,ACH-000572
palbociclib,2,fit,ACH-000542
palbociclib,2,fit,ACH-000383
palbociclib,2,fit,ACH-000273
palbociclib,2,fit,ACH-000172
palbociclib,2,fit,ACH-000007
palbociclib,2,fit,ACH-000018
palbociclib,2,fit,ACH-000211
palbociclib,2,fit,ACH-000097
palbociclib,2,fit,ACH-000013
palbociclib,2,fit,ACH-000087
palbociclib,2,fit,ACH-000605
palbociclib,2,fit,ACH-000681
palbociclib,2,fit,ACH-000099
palbociclib,2,fit,ACH-001075
palbociclib,2,fit,ACH-000108
palbociclib,2,fit,ACH-000364
palbociclib,2,fit,ACH-000480
palbociclib,2,fit,ACH-000589
palbociclib,2,fit,ACH-000977
palbociclib,2,fit,ACH-000222
palbociclib,2,fit,ACH-000855
palbociclib,2,fit,ACH-000479
palbociclib,2,fit,ACH-000096
palbociclib,2,fit,ACH-000985
palbociclib,2,fit,ACH-000276
palbociclib,2,fit,ACH-000693
palbociclib,2,fit,ACH-000320
palbociclib,2,fit,ACH-000302
palbociclib,2,fit,ACH-000735
palbociclib,2,fit,ACH-000279
palbociclib,2,fit,ACH-000948
palbociclib,2,fit,ACH-000086
palbociclib,2,fit,ACH-000367
palbociclib,2,fit,ACH-000191
palbociclib,2,fit,ACH-000133
palbociclib,2,fit,ACH-000259
palbociclib,2,fit,ACH-000139
palbociclib,2,fit,ACH-000614
palbociclib,2,fit,ACH-000688
palbociclib,2,fit,ACH-000917
palbociclib,2,fit,ACH-000847
palbociclib,2,fit,ACH-000201
palbociclib,2,fit,ACH-000832
palbociclib,2,fit,ACH-000444
palbociclib,2,fit,ACH-000643
palbociclib,2,fit,ACH-000011
palbociclib,2,fit,ACH-000716
palbociclib,2,fit,ACH-000153
palbociclib,2,fit,ACH-000679
palbociclib,2,fit,ACH-000680
palbociclib,2,fit,ACH-000724
palbociclib,2,fit,ACH-000082
palbociclib,2,fit,ACH-000959
palbociclib,2,fit,ACH-000878
palbociclib,2,fit,ACH-000292
palbociclib,2,fit,ACH-000738
palbociclib,2,fit,ACH-000163
palbociclib,2,fit,ACH-000971
palbociclib,2,fit,ACH-000849
palbociclib,2,fit,ACH-000896
palbociclib,2,fit,ACH-000207
palbociclib,2,fit,ACH-000231
palbociclib,2,fit,ACH-000521
palbociclib,2,fit,ACH-000888
palbociclib,2,fit,ACH-000769
palbociclib,2,fit,ACH-000264
palbociclib,2,fit,ACH-000250
palbociclib,2,fit,ACH-000545
palbociclib,2,fit,ACH-000966
palbociclib,2,fit,ACH-000476
palbociclib,2,fit,ACH-000376
palbociclib,2,fit,ACH-000899
palbociclib,2,fit,ACH-000637
palbociclib,2,fit,ACH-000174
palbociclib,2,fit,ACH-000035
palbociclib,2,fit,ACH-000956
palbociclib,2,fit,ACH-001190
palbociclib,2,fit,ACH-000968
palbociclib,2,fit,ACH-000040
palbociclib,2,fit,ACH-000343
palbociclib,2,fit,ACH-000457
palbociclib,2,fit,ACH-000833
palbociclib,2,fit,ACH-000848
palbociclib,2,fit,ACH-000159
palbociclib,2,fit,ACH-000988
palbociclib,2,fit,ACH-000721
palbociclib,2,fit,ACH-000882
palbociclib,2,fit,ACH-000846
palbociclib,2,fit,ACH-000232
palbociclib,2,fit,ACH-000781
palbociclib,2,fit,ACH-000391
palbociclib,2,fit,ACH-000403
palbociclib,2,fit,ACH-000791
palbociclib,2,fit,ACH-000778
palbociclib,2,fit,ACH-000427
palbociclib,2,fit,ACH-000979
palbociclib,2,fit,ACH-000014
palbociclib,2,fit,ACH-000921
palbociclib,2,fit,ACH-000517
palbociclib,2,fit,ACH-000237
palbociclib,2,fit,ACH-000189
palbociclib,2,fit,ACH-000471
palbociclib,2,fit,ACH-000967
palbociclib,2,fit,ACH-000415
palbociclib,2,fit,ACH-000524
palbociclib,2,fit,ACH-000756
palbociclib,2,fit,ACH-001307
palbociclib,2,fit,ACH-000837
palbociclib,2,fit,ACH-000421
palbociclib,2,fit,ACH-000869
palbociclib,2,fit,ACH-000939
palbociclib,2,fit,ACH-000308
palbociclib,2,fit,ACH-000750
palbociclib,2,fit,ACH-000037
palbociclib,2,fit,ACH-000954
palbociclib,2,fit,ACH-000278
palbociclib,2,fit,ACH-000913
palbociclib,2,fit,ACH-000473
palbociclib,2,fit,ACH-000090
palbociclib,2,fit,ACH-000221
palbociclib,2,fit,ACH-000463
palbociclib,2,fit,ACH-000976
palbociclib,2,fit,ACH-000856
palbociclib,2,fit,ACH-000374
palbociclib,2,fit,ACH-000982
palbociclib,2,fit,ACH-000592
palbociclib,2,fit,ACH-000747
palbociclib,2,fit,ACH-000397
palbociclib,2,fit,ACH-000235
palbociclib,2,fit,ACH-000137
palbociclib,2,fit,ACH-000764
palbociclib,2,fit,ACH-000500
palbociclib,2,calibration,ACH-000803
palbociclib,2,calibration,ACH-000662
palbociclib,2,calibration,ACH-000732
palbociclib,2,calibration,ACH-000858
palbociclib,2,calibration,ACH-000753
palbociclib,2,calibration,ACH-000826
palbociclib,2,calibration,ACH-000784
palbociclib,2,calibration,ACH-000730
palbociclib,2,calibration,ACH-000736
palbociclib,2,calibration,ACH-000416
palbociclib,2,calibration,ACH-000785
palbociclib,2,calibration,ACH-000060
palbociclib,2,calibration,ACH-000335
palbociclib,2,calibration,ACH-000649
palbociclib,2,calibration,ACH-000429
palbociclib,2,calibration,ACH-000599
palbociclib,2,calibration,ACH-000632
palbociclib,2,calibration,ACH-000800
palbociclib,2,calibration,ACH-000900
palbociclib,2,calibration,ACH-000118
palbociclib,2,calibration,ACH-000544
palbociclib,2,calibration,ACH-000537
palbociclib,2,calibration,ACH-000012
palbociclib,2,calibration,ACH-000344
palbociclib,2,calibration,ACH-000994
palbociclib,2,calibration,ACH-000940
palbociclib,2,calibration,ACH-000836
palbociclib,2,calibration,ACH-000719
palbociclib,2,calibration,ACH-000814
palbociclib,2,calibration,ACH-001128
palbociclib,2,calibration,ACH-000389
palbociclib,2,calibration,ACH-000505
palbociclib,2,calibration,ACH-000593
palbociclib,2,calibration,ACH-000280
palbociclib,2,calibration,ACH-000030
palbociclib,2,calibration,ACH-000420
palbociclib,2,calibration,ACH-000776
palbociclib,2,calibration,ACH-000965
palbociclib,2,calibration,ACH-000587
palbociclib,2,calibration,ACH-000048
palbociclib,2,calibration,ACH-000322
palbociclib,2,calibration,ACH-000810
palbociclib,2,calibration,ACH-000946
palbociclib,2,calibration,ACH-000622
palbociclib,2,calibration,ACH-000532
palbociclib,2,calibration,ACH-000243
palbociclib,2,calibration,ACH-000445
palbociclib,2,calibration,ACH-000758
palbociclib,2,calibration,ACH-000461
palbociclib,2,calibration,ACH-000496
palbociclib,2,calibration,ACH-000911
palbociclib,2,calibration,ACH-000978
palbociclib,2,calibration,ACH-000352
palbociclib,2,calibration,ACH-000880
palbociclib,2,calibration,ACH-000768
palbociclib,2,calibration,ACH-000840
palbociclib,2,calibration,ACH-000356
palbociclib,2,calibration,ACH-000919
palbociclib,2,calibration,ACH-000822
palbociclib,2,calibration,ACH-000332
palbociclib,2,test,ACH-000123
palbociclib,2,test,ACH-000627
palbociclib,2,test,ACH-000941
palbociclib,2,test,ACH-000019
palbociclib,2,test,ACH-000481
palbociclib,2,test,ACH-000749
palbociclib,2,test,ACH-000261
palbociclib,2,test,ACH-000484
palbociclib,2,test,ACH-000866
palbociclib,2,test,ACH-000890
palbociclib,2,test,ACH-000022
palbociclib,2,test,ACH-000437
palbociclib,2,test,ACH-000361
palbociclib,2,test,ACH-000407
palbociclib,2,test,ACH-000947
palbociclib,2,test,ACH-000853
palbociclib,2,test,ACH-000618
palbociclib,2,test,ACH-000132
palbociclib,2,test,ACH-000936
palbociclib,2,test,ACH-000504
palbociclib,2,test,ACH-000092
palbociclib,2,test,ACH-000669
palbociclib,2,test,ACH-000950
palbociclib,2,test,ACH-000957
palbociclib,2,test,ACH-000762
palbociclib,2,test,ACH-000927
palbociclib,2,test,ACH-000974
palbociclib,2,test,ACH-000843
palbociclib,2,test,ACH-000667
palbociclib,2,test,ACH-000905
palbociclib,2,test,ACH-000516
palbociclib,2,test,ACH-000411
palbociclib,2,test,ACH-000903
palbociclib,2,test,ACH-000433
palbociclib,2,test,ACH-000417
palbociclib,2,test,ACH-000839
palbociclib,2,test,ACH-000802
palbociclib,2,test,ACH-000535
palbociclib,2,test,ACH-001306
palbociclib,2,test,ACH-000804
palbociclib,2,test,ACH-000488
palbociclib,2,test,ACH-000450
palbociclib,2,test,ACH-000835
palbociclib,2,test,ACH-000879
palbociclib,2,test,ACH-000454
palbociclib,2,test,ACH-000395
palbociclib,2,test,ACH-000316
palbociclib,2,test,ACH-000601
palbociclib,2,test,ACH-000624
palbociclib,2,test,ACH-000493
palbociclib,2,test,ACH-000401
palbociclib,2,test,ACH-000841
palbociclib,2,test,ACH-000929
palbociclib,2,test,ACH-000311
palbociclib,2,test,ACH-000390
palbociclib,2,test,ACH-000468
palbociclib,2,test,ACH-000456
palbociclib,2,test,ACH-000961
palbociclib,2,test,ACH-000958
palbociclib,2,test,ACH-000228
palbociclib,2,test,ACH-000281
palbociclib,2,test,ACH-000307
palbociclib,2,test,ACH-000595
palbociclib,2,test,ACH-000663
palbociclib,2,test,ACH-000510
palbociclib,2,test,ACH-000169
palbociclib,2,test,ACH-000796
palbociclib,2,test,ACH-000469
palbociclib,2,test,ACH-000579
palbociclib,2,test,ACH-000502
palbociclib,2,test,ACH-000015
palbociclib,2,test,ACH-000666
palbociclib,2,test,ACH-000046
palbociclib,2,test,ACH-000973
palbociclib,3,fit,ACH-000941
palbociclib,3,fit,ACH-000316
palbociclib,3,fit,ACH-000276
palbociclib,3,fit,ACH-000847
palbociclib,3,fit,ACH-000967
palbociclib,3,fit,ACH-000503
palbociclib,3,fit,ACH-000827
palbociclib,3,fit,ACH-000915
palbociclib,3,fit,ACH-000599
palbociclib,3,fit,ACH-000758
palbociclib,3,fit,ACH-000311
palbociclib,3,fit,ACH-000748
palbociclib,3,fit,ACH-000139
palbociclib,3,fit,ACH-000905
palbociclib,3,fit,ACH-000117
palbociclib,3,fit,ACH-000652
palbociclib,3,fit,ACH-000753
palbociclib,3,fit,ACH-000982
palbociclib,3,fit,ACH-000701
palbociclib,3,fit,ACH-000397
palbociclib,3,fit,ACH-001128
palbociclib,3,fit,ACH-000579
palbociclib,3,fit,ACH-000593
palbociclib,3,fit,ACH-000437
palbociclib,3,fit,ACH-000087
palbociclib,3,fit,ACH-000211
palbociclib,3,fit,ACH-000421
palbociclib,3,fit,ACH-000273
palbociclib,3,fit,ACH-000535
palbociclib,3,fit,ACH-000958
palbociclib,3,fit,ACH-000367
palbociclib,3,fit,ACH-000628
palbociclib,3,fit,ACH-000456
palbociclib,3,fit,ACH-000407
palbociclib,3,fit,ACH-000411
palbociclib,3,fit,ACH-000766
palbociclib,3,fit,ACH-000681
palbociclib,3,fit,ACH-000364
